reason_id,source_work_id,target_work_id,reason_kind,entity_id,relation_id,transition_id,event_id,event_occurrence_id,source_continuity_id,destination_continuity_id,participant_fact_ids,support_fact_ids,appearance_kinds,verification_statuses,certainty_values,notes
reason-avengers-age-of-ultron-2015-avengers-endgame-2019-shared-entity-entity-x-7250204b23,avengers-age-of-ultron-2015,avengers-endgame-2019,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-7250204b23|appearance-avengers-endgame-2019-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-endgame-2019-shared-entity-entity-x-927d19aa0b,avengers-age-of-ultron-2015,avengers-endgame-2019,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-927d19aa0b|appearance-avengers-endgame-2019-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-endgame-2019-shared-entity-entity-x-f2dcf7c7cc,avengers-age-of-ultron-2015,avengers-endgame-2019,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-f2dcf7c7cc|appearance-avengers-endgame-2019-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-infinity-war-2018-shared-entity-entity-x-42251c0735,avengers-age-of-ultron-2015,avengers-infinity-war-2018,shared_entity,entity-x-42251c0735,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-42251c0735|appearance-avengers-infinity-war-2018-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-infinity-war-2018-shared-entity-entity-x-50a34df778,avengers-age-of-ultron-2015,avengers-infinity-war-2018,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-50a34df778|appearance-avengers-infinity-war-2018-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0,avengers-age-of-ultron-2015,avengers-infinity-war-2018,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5a2ee964f0|appearance-avengers-infinity-war-2018-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-infinity-war-2018-shared-entity-entity-x-5d8d873f91,avengers-age-of-ultron-2015,avengers-infinity-war-2018,shared_entity,entity-x-5d8d873f91,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5d8d873f91|appearance-avengers-infinity-war-2018-entity-x-5d8d873f91,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23,avengers-age-of-ultron-2015,avengers-infinity-war-2018,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-7250204b23|appearance-avengers-infinity-war-2018-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-infinity-war-2018-shared-entity-entity-x-927d19aa0b,avengers-age-of-ultron-2015,avengers-infinity-war-2018,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-927d19aa0b|appearance-avengers-infinity-war-2018-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-avengers-infinity-war-2018-shared-entity-entity-x-f2dcf7c7cc,avengers-age-of-ultron-2015,avengers-infinity-war-2018,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-f2dcf7c7cc|appearance-avengers-infinity-war-2018-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-black-panther-2018-explicit-relation-work-relation-avengers-age-of-ultron-2015-black-panther-2018-world-lore,avengers-age-of-ultron-2015,black-panther-2018,explicit_relation,,work-relation-avengers-age-of-ultron-2015-black-panther-2018-world-lore,,,,,,,work-relation-avengers-age-of-ultron-2015-black-panther-2018-world-lore,,legacy_seed,probable,world_lore; story; indirect
reason-avengers-age-of-ultron-2015-black-widow-2021-shared-entity-entity-x-927d19aa0b,avengers-age-of-ultron-2015,black-widow-2021,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-927d19aa0b|appearance-black-widow-2021-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-captain-america-civil-war-2016-explicit-relation-work-relation-avengers-age-of-ultron-2015-captain-america-civil-war-2016-aftermath,avengers-age-of-ultron-2015,captain-america-civil-war-2016,explicit_relation,,work-relation-avengers-age-of-ultron-2015-captain-america-civil-war-2016-aftermath,,,,,,,work-relation-avengers-age-of-ultron-2015-captain-america-civil-war-2016-aftermath,,legacy_seed,probable,aftermath; story; indirect
reason-avengers-age-of-ultron-2015-captain-america-civil-war-2016-shared-entity-entity-x-42251c0735,avengers-age-of-ultron-2015,captain-america-civil-war-2016,shared_entity,entity-x-42251c0735,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-42251c0735|appearance-captain-america-civil-war-2016-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0,avengers-age-of-ultron-2015,captain-america-civil-war-2016,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5a2ee964f0|appearance-captain-america-civil-war-2016-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-captain-america-civil-war-2016-shared-entity-entity-x-5d8d873f91,avengers-age-of-ultron-2015,captain-america-civil-war-2016,shared_entity,entity-x-5d8d873f91,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5d8d873f91|appearance-captain-america-civil-war-2016-entity-x-5d8d873f91,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-captain-america-civil-war-2016-shared-entity-entity-x-605a05a114,avengers-age-of-ultron-2015,captain-america-civil-war-2016,shared_entity,entity-x-605a05a114,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-605a05a114|appearance-captain-america-civil-war-2016-entity-x-605a05a114,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-captain-america-civil-war-2016-shared-entity-entity-x-927d19aa0b,avengers-age-of-ultron-2015,captain-america-civil-war-2016,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-927d19aa0b|appearance-captain-america-civil-war-2016-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-captain-america-civil-war-2016-shared-entity-entity-x-f2dcf7c7cc,avengers-age-of-ultron-2015,captain-america-civil-war-2016,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-f2dcf7c7cc|appearance-captain-america-civil-war-2016-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-42251c0735,avengers-age-of-ultron-2015,doctor-strange-in-the-multiverse-of-madness-2022,shared_entity,entity-x-42251c0735,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-42251c0735|appearance-doctor-strange-in-the-multiverse-of-madness-2022-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-hawkeye-2021-shared-entity-entity-x-605a05a114,avengers-age-of-ultron-2015,hawkeye-2021,shared_entity,entity-x-605a05a114,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-605a05a114|appearance-hawkeye-2021-entity-x-605a05a114,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-she-hulk-attorney-at-law-2022-shared-entity-entity-x-50a34df778,avengers-age-of-ultron-2015,she-hulk-attorney-at-law-2022,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-50a34df778|appearance-she-hulk-attorney-at-law-2022-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,avengers-age-of-ultron-2015,spider-man-homecoming-2017,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5a2ee964f0|appearance-spider-man-homecoming-2017-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,avengers-age-of-ultron-2015,thor-love-and-thunder-2022,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-7250204b23|appearance-thor-love-and-thunder-2022-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-thor-ragnarok-2017-shared-entity-entity-x-50a34df778,avengers-age-of-ultron-2015,thor-ragnarok-2017,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-50a34df778|appearance-thor-ragnarok-2017-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-thor-ragnarok-2017-shared-entity-entity-x-7250204b23,avengers-age-of-ultron-2015,thor-ragnarok-2017,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-7250204b23|appearance-thor-ragnarok-2017-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-visionquest-2026-10-14-explicit-relation-work-relation-avengers-age-of-ultron-2015-visionquest-2026-10-14-story-link,avengers-age-of-ultron-2015,visionquest-2026-10-14,explicit_relation,,work-relation-avengers-age-of-ultron-2015-visionquest-2026-10-14-story-link,,,,,,,work-relation-avengers-age-of-ultron-2015-visionquest-2026-10-14-story-link,,legacy_seed,confirmed,story_link; story; indirect
reason-avengers-age-of-ultron-2015-visionquest-2026-10-14-shared-entity-entity-x-5d8d873f91,avengers-age-of-ultron-2015,visionquest-2026-10-14,shared_entity,entity-x-5d8d873f91,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5d8d873f91|appearance-visionquest-2026-10-14-entity-x-5d8d873f91,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-wandavision-2021-explicit-relation-work-relation-avengers-age-of-ultron-2015-wandavision-2021-story-link,avengers-age-of-ultron-2015,wandavision-2021,explicit_relation,,work-relation-avengers-age-of-ultron-2015-wandavision-2021-story-link,,,,,,,work-relation-avengers-age-of-ultron-2015-wandavision-2021-story-link,,legacy_seed,probable,story_link; story; direct
reason-avengers-age-of-ultron-2015-wandavision-2021-shared-entity-entity-x-42251c0735,avengers-age-of-ultron-2015,wandavision-2021,shared_entity,entity-x-42251c0735,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-42251c0735|appearance-wandavision-2021-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-avengers-age-of-ultron-2015-wandavision-2021-shared-entity-entity-x-5d8d873f91,avengers-age-of-ultron-2015,wandavision-2021,shared_entity,entity-x-5d8d873f91,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-5d8d873f91|appearance-wandavision-2021-entity-x-5d8d873f91,unknown,legacy_seed,unknown,
reason-avengers-doomsday-2026-12-18-avengers-secret-wars-2027-12-17-explicit-relation-work-relation-avengers-doomsday-2026-12-18-avengers-secret-wars-2027-12-17-story-link,avengers-doomsday-2026-12-18,avengers-secret-wars-2027-12-17,explicit_relation,,work-relation-avengers-doomsday-2026-12-18-avengers-secret-wars-2027-12-17-story-link,,,,,,,work-relation-avengers-doomsday-2026-12-18-avengers-secret-wars-2027-12-17-story-link,,legacy_seed,confirmed,story_link; story; direct
reason-avengers-endgame-2019-ant-man-and-the-wasp-quantumania-2023-explicit-relation-work-relation-avengers-endgame-2019-ant-man-and-the-wasp-quantumania-2023-world-lore,avengers-endgame-2019,ant-man-and-the-wasp-quantumania-2023,explicit_relation,,work-relation-avengers-endgame-2019-ant-man-and-the-wasp-quantumania-2023-world-lore,,,,,,,work-relation-avengers-endgame-2019-ant-man-and-the-wasp-quantumania-2023-world-lore,,legacy_seed,probable,world_lore; crossover; indirect
reason-avengers-endgame-2019-avengers-doomsday-2026-12-18-explicit-relation-work-relation-avengers-endgame-2019-avengers-doomsday-2026-12-18-story-link,avengers-endgame-2019,avengers-doomsday-2026-12-18,explicit_relation,,work-relation-avengers-endgame-2019-avengers-doomsday-2026-12-18-story-link,,,,,,,work-relation-avengers-endgame-2019-avengers-doomsday-2026-12-18-story-link,,legacy_seed,probable,story_link; story; indirect
reason-avengers-endgame-2019-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,avengers-endgame-2019,avengers-doomsday-2026-12-18,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23|appearance-avengers-endgame-2019-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-black-panther-wakanda-forever-2022-shared-entity-entity-x-6f5fa7e694,avengers-endgame-2019,black-panther-wakanda-forever-2022,shared_entity,entity-x-6f5fa7e694,,,,,,,,appearance-avengers-endgame-2019-entity-x-6f5fa7e694|appearance-black-panther-wakanda-forever-2022-entity-x-6f5fa7e694,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-black-widow-2021-shared-entity-entity-x-927d19aa0b,avengers-endgame-2019,black-widow-2021,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-endgame-2019-entity-x-927d19aa0b|appearance-black-widow-2021-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-captain-america-brave-new-world-2025-shared-entity-entity-x-fd344cdc17,avengers-endgame-2019,captain-america-brave-new-world-2025,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-avengers-endgame-2019-entity-x-fd344cdc17|appearance-captain-america-brave-new-world-2025-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-42251c0735,avengers-endgame-2019,doctor-strange-in-the-multiverse-of-madness-2022,shared_entity,entity-x-42251c0735,,,,,,,,appearance-avengers-endgame-2019-entity-x-42251c0735|appearance-doctor-strange-in-the-multiverse-of-madness-2022-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-c8ead423cc,avengers-endgame-2019,doctor-strange-in-the-multiverse-of-madness-2022,shared_entity,entity-x-c8ead423cc,,,,,,,,appearance-avengers-endgame-2019-entity-x-c8ead423cc|appearance-doctor-strange-in-the-multiverse-of-madness-2022-entity-x-c8ead423cc,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-eternals-2021-explicit-relation-work-relation-avengers-endgame-2019-eternals-2021-story-link,avengers-endgame-2019,eternals-2021,explicit_relation,,work-relation-avengers-endgame-2019-eternals-2021-story-link,,,,,,,work-relation-avengers-endgame-2019-eternals-2021-story-link,,legacy_seed,probable,story_link; story; indirect
reason-avengers-endgame-2019-hawkeye-2021-explicit-relation-work-relation-avengers-endgame-2019-hawkeye-2021-aftermath,avengers-endgame-2019,hawkeye-2021,explicit_relation,,work-relation-avengers-endgame-2019-hawkeye-2021-aftermath,,,,,,,work-relation-avengers-endgame-2019-hawkeye-2021-aftermath,,legacy_seed,probable,aftermath; story; indirect
reason-avengers-endgame-2019-hawkeye-2021-shared-entity-entity-x-605a05a114,avengers-endgame-2019,hawkeye-2021,shared_entity,entity-x-605a05a114,,,,,,,,appearance-avengers-endgame-2019-entity-x-605a05a114|appearance-hawkeye-2021-entity-x-605a05a114,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-loki-s1-2021-explicit-relation-work-relation-avengers-endgame-2019-loki-s1-2021-story-link,avengers-endgame-2019,loki-s1-2021,explicit_relation,,work-relation-avengers-endgame-2019-loki-s1-2021-story-link,,,,,,,work-relation-avengers-endgame-2019-loki-s1-2021-story-link,,legacy_seed,probable,story_link; story; direct
reason-avengers-endgame-2019-she-hulk-attorney-at-law-2022-shared-entity-entity-x-50a34df778,avengers-endgame-2019,she-hulk-attorney-at-law-2022,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-endgame-2019-entity-x-50a34df778|appearance-she-hulk-attorney-at-law-2022-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-spider-man-brand-new-day-2026-07-31-shared-entity-entity-mcu,avengers-endgame-2019,spider-man-brand-new-day-2026-07-31,shared_entity,entity-mcu,,,,,,,,appearance-avengers-endgame-2019-entity-mcu|appearance-spider-man-brand-new-day-2026-07-31-entity-mcu,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-spider-man-far-from-home-2019-explicit-relation-work-relation-avengers-endgame-2019-spider-man-far-from-home-2019-aftermath,avengers-endgame-2019,spider-man-far-from-home-2019,explicit_relation,,work-relation-avengers-endgame-2019-spider-man-far-from-home-2019-aftermath,,,,,,,work-relation-avengers-endgame-2019-spider-man-far-from-home-2019-aftermath,,legacy_seed,probable,aftermath; story; direct
reason-avengers-endgame-2019-spider-man-far-from-home-2019-shared-entity-entity-mcu,avengers-endgame-2019,spider-man-far-from-home-2019,shared_entity,entity-mcu,,,,,,,,appearance-avengers-endgame-2019-entity-mcu|appearance-spider-man-far-from-home-2019-entity-mcu,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-spider-man-no-way-home-2021-shared-entity-entity-mcu,avengers-endgame-2019,spider-man-no-way-home-2021,shared_entity,entity-mcu,,,,,,,,appearance-avengers-endgame-2019-entity-mcu|appearance-spider-man-no-way-home-2021-entity-mcu,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-spider-man-no-way-home-2021-shared-entity-entity-x-c8ead423cc,avengers-endgame-2019,spider-man-no-way-home-2021,shared_entity,entity-x-c8ead423cc,,,,,,,,appearance-avengers-endgame-2019-entity-x-c8ead423cc|appearance-spider-man-no-way-home-2021-entity-x-c8ead423cc,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-the-falcon-and-the-winter-soldier-2021-explicit-relation-work-relation-avengers-endgame-2019-the-falcon-and-the-winter-soldier-2021-story-link,avengers-endgame-2019,the-falcon-and-the-winter-soldier-2021,explicit_relation,,work-relation-avengers-endgame-2019-the-falcon-and-the-winter-soldier-2021-story-link,,,,,,,work-relation-avengers-endgame-2019-the-falcon-and-the-winter-soldier-2021-story-link,,legacy_seed,probable,story_link; story; direct
reason-avengers-endgame-2019-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-bd73e23ab5,avengers-endgame-2019,the-falcon-and-the-winter-soldier-2021,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-avengers-endgame-2019-entity-x-bd73e23ab5|appearance-the-falcon-and-the-winter-soldier-2021-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-fd344cdc17,avengers-endgame-2019,the-falcon-and-the-winter-soldier-2021,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-avengers-endgame-2019-entity-x-fd344cdc17|appearance-the-falcon-and-the-winter-soldier-2021-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-the-marvels-2023-shared-entity-entity-x-a6764da9a6,avengers-endgame-2019,the-marvels-2023,shared_entity,entity-x-a6764da9a6,,,,,,,,appearance-avengers-endgame-2019-entity-x-a6764da9a6|appearance-the-marvels-2023-entity-x-a6764da9a6,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,avengers-endgame-2019,thor-love-and-thunder-2022,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-endgame-2019-entity-x-7250204b23|appearance-thor-love-and-thunder-2022-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-thunderbolts-new-avengers-2025-shared-entity-entity-x-bd73e23ab5,avengers-endgame-2019,thunderbolts-new-avengers-2025,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-avengers-endgame-2019-entity-x-bd73e23ab5|appearance-thunderbolts-new-avengers-2025-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-avengers-endgame-2019-wandavision-2021-explicit-relation-work-relation-avengers-endgame-2019-wandavision-2021-story-link,avengers-endgame-2019,wandavision-2021,explicit_relation,,work-relation-avengers-endgame-2019-wandavision-2021-story-link,,,,,,,work-relation-avengers-endgame-2019-wandavision-2021-story-link,,legacy_seed,probable,story_link; story; indirect
reason-avengers-endgame-2019-wandavision-2021-shared-entity-entity-x-42251c0735,avengers-endgame-2019,wandavision-2021,shared_entity,entity-x-42251c0735,,,,,,,,appearance-avengers-endgame-2019-entity-x-42251c0735|appearance-wandavision-2021-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,avengers-infinity-war-2018,avengers-doomsday-2026-12-18,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-doomsday-2026-12-18-entity-x-7250204b23|appearance-avengers-infinity-war-2018-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-explicit-relation-work-relation-avengers-infinity-war-2018-avengers-endgame-2019-sequel,avengers-infinity-war-2018,avengers-endgame-2019,explicit_relation,,work-relation-avengers-infinity-war-2018-avengers-endgame-2019-sequel,,,,,,,work-relation-avengers-infinity-war-2018-avengers-endgame-2019-sequel,,source_verified,probable,sequel; story; direct
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-mcu,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-mcu,,,,,,,,appearance-avengers-endgame-2019-entity-mcu|appearance-avengers-infinity-war-2018-entity-mcu,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-42251c0735,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-42251c0735,,,,,,,,appearance-avengers-endgame-2019-entity-x-42251c0735|appearance-avengers-infinity-war-2018-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-50a34df778,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-50a34df778,,,,,,,,appearance-avengers-endgame-2019-entity-x-50a34df778|appearance-avengers-infinity-war-2018-entity-x-50a34df778,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-avengers-endgame-2019-entity-x-5a2ee964f0|appearance-avengers-infinity-war-2018-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-6f5fa7e694,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-6f5fa7e694,,,,,,,,appearance-avengers-endgame-2019-entity-x-6f5fa7e694|appearance-avengers-infinity-war-2018-entity-x-6f5fa7e694,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-7250204b23,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-7250204b23,,,,,,,,appearance-avengers-endgame-2019-entity-x-7250204b23|appearance-avengers-infinity-war-2018-entity-x-7250204b23,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-927d19aa0b,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-endgame-2019-entity-x-927d19aa0b|appearance-avengers-infinity-war-2018-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-bd73e23ab5,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-avengers-endgame-2019-entity-x-bd73e23ab5|appearance-avengers-infinity-war-2018-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-c8ead423cc,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-c8ead423cc,,,,,,,,appearance-avengers-endgame-2019-entity-x-c8ead423cc|appearance-avengers-infinity-war-2018-entity-x-c8ead423cc,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-f2dcf7c7cc,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-endgame-2019-entity-x-f2dcf7c7cc|appearance-avengers-infinity-war-2018-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-avengers-endgame-2019-shared-entity-entity-x-fd344cdc17,avengers-infinity-war-2018,avengers-endgame-2019,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-avengers-endgame-2019-entity-x-fd344cdc17|appearance-avengers-infinity-war-2018-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-black-panther-wakanda-forever-2022-shared-entity-entity-x-6f5fa7e694,avengers-infinity-war-2018,black-panther-wakanda-forever-2022,shared_entity,entity-x-6f5fa7e694,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-6f5fa7e694|appearance-black-panther-wakanda-forever-2022-entity-x-6f5fa7e694,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-black-widow-2021-shared-entity-entity-x-927d19aa0b,avengers-infinity-war-2018,black-widow-2021,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-927d19aa0b|appearance-black-widow-2021-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-captain-america-brave-new-world-2025-shared-entity-entity-x-fd344cdc17,avengers-infinity-war-2018,captain-america-brave-new-world-2025,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-fd344cdc17|appearance-captain-america-brave-new-world-2025-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-42251c0735,avengers-infinity-war-2018,doctor-strange-in-the-multiverse-of-madness-2022,shared_entity,entity-x-42251c0735,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-42251c0735|appearance-doctor-strange-in-the-multiverse-of-madness-2022-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-c8ead423cc,avengers-infinity-war-2018,doctor-strange-in-the-multiverse-of-madness-2022,shared_entity,entity-x-c8ead423cc,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-c8ead423cc|appearance-doctor-strange-in-the-multiverse-of-madness-2022-entity-x-c8ead423cc,unknown,legacy_seed,unknown,
reason-avengers-infinity-war-2018-loki-s1-2021-shared-entity-entity-x-55e230260e,avengers-infinity-war-2018,loki-s1-2021,shared_entity,entity-x-55e230260e,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-55e230260e|appearance-loki-s1-2021-entity-x-55e230260e,unknown,legacy_seed,unknown,
