reason_id,source_work_id,target_work_id,reason_kind,entity_id,relation_id,transition_id,event_id,event_occurrence_id,source_continuity_id,destination_continuity_id,participant_fact_ids,support_fact_ids,appearance_kinds,verification_statuses,certainty_values,notes
reason-captain-america-civil-war-2016-avengers-infinity-war-2018-shared-entity-entity-x-fd344cdc17,captain-america-civil-war-2016,avengers-infinity-war-2018,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-fd344cdc17|appearance-captain-america-civil-war-2016-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-black-panther-2018-explicit-relation-work-relation-captain-america-civil-war-2016-black-panther-2018-story-link,captain-america-civil-war-2016,black-panther-2018,explicit_relation,,work-relation-captain-america-civil-war-2016-black-panther-2018-story-link,,,,,,,work-relation-captain-america-civil-war-2016-black-panther-2018-story-link,,legacy_seed,probable,story_link; story; direct
reason-captain-america-civil-war-2016-black-widow-2021-explicit-relation-work-relation-captain-america-civil-war-2016-black-widow-2021-aftermath,captain-america-civil-war-2016,black-widow-2021,explicit_relation,,work-relation-captain-america-civil-war-2016-black-widow-2021-aftermath,,,,,,,work-relation-captain-america-civil-war-2016-black-widow-2021-aftermath,,legacy_seed,probable,aftermath; story; direct
reason-captain-america-civil-war-2016-black-widow-2021-shared-entity-entity-x-927d19aa0b,captain-america-civil-war-2016,black-widow-2021,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-black-widow-2021-entity-x-927d19aa0b|appearance-captain-america-civil-war-2016-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-captain-america-brave-new-world-2025-shared-entity-entity-x-fd344cdc17,captain-america-civil-war-2016,captain-america-brave-new-world-2025,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-captain-america-brave-new-world-2025-entity-x-fd344cdc17|appearance-captain-america-civil-war-2016-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-42251c0735,captain-america-civil-war-2016,doctor-strange-in-the-multiverse-of-madness-2022,shared_entity,entity-x-42251c0735,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-42251c0735|appearance-doctor-strange-in-the-multiverse-of-madness-2022-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-hawkeye-2021-shared-entity-entity-x-605a05a114,captain-america-civil-war-2016,hawkeye-2021,shared_entity,entity-x-605a05a114,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-605a05a114|appearance-hawkeye-2021-entity-x-605a05a114,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-spider-man-brand-new-day-2026-07-31-shared-entity-entity-mcu,captain-america-civil-war-2016,spider-man-brand-new-day-2026-07-31,shared_entity,entity-mcu,,,,,,,,appearance-captain-america-civil-war-2016-entity-mcu|appearance-spider-man-brand-new-day-2026-07-31-entity-mcu,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-spider-man-far-from-home-2019-shared-entity-entity-mcu,captain-america-civil-war-2016,spider-man-far-from-home-2019,shared_entity,entity-mcu,,,,,,,,appearance-captain-america-civil-war-2016-entity-mcu|appearance-spider-man-far-from-home-2019-entity-mcu,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-spider-man-homecoming-2017-explicit-relation-work-relation-captain-america-civil-war-2016-spider-man-homecoming-2017-story-link,captain-america-civil-war-2016,spider-man-homecoming-2017,explicit_relation,,work-relation-captain-america-civil-war-2016-spider-man-homecoming-2017-story-link,,,,,,,work-relation-captain-america-civil-war-2016-spider-man-homecoming-2017-story-link,,legacy_seed,probable,story_link; story; direct
reason-captain-america-civil-war-2016-spider-man-homecoming-2017-shared-entity-entity-mcu,captain-america-civil-war-2016,spider-man-homecoming-2017,shared_entity,entity-mcu,,,,,,,,appearance-captain-america-civil-war-2016-entity-mcu|appearance-spider-man-homecoming-2017-entity-mcu,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,captain-america-civil-war-2016,spider-man-homecoming-2017,shared_entity,entity-x-5a2ee964f0,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-5a2ee964f0|appearance-spider-man-homecoming-2017-entity-x-5a2ee964f0,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-spider-man-no-way-home-2021-shared-entity-entity-mcu,captain-america-civil-war-2016,spider-man-no-way-home-2021,shared_entity,entity-mcu,,,,,,,,appearance-captain-america-civil-war-2016-entity-mcu|appearance-spider-man-no-way-home-2021-entity-mcu,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-bd73e23ab5,captain-america-civil-war-2016,the-falcon-and-the-winter-soldier-2021,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-bd73e23ab5|appearance-the-falcon-and-the-winter-soldier-2021-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-fd344cdc17,captain-america-civil-war-2016,the-falcon-and-the-winter-soldier-2021,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-fd344cdc17|appearance-the-falcon-and-the-winter-soldier-2021-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-thunderbolts-new-avengers-2025-shared-entity-entity-x-bd73e23ab5,captain-america-civil-war-2016,thunderbolts-new-avengers-2025,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-bd73e23ab5|appearance-thunderbolts-new-avengers-2025-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-visionquest-2026-10-14-shared-entity-entity-x-5d8d873f91,captain-america-civil-war-2016,visionquest-2026-10-14,shared_entity,entity-x-5d8d873f91,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-5d8d873f91|appearance-visionquest-2026-10-14-entity-x-5d8d873f91,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-wandavision-2021-explicit-relation-work-relation-captain-america-civil-war-2016-wandavision-2021-world-lore,captain-america-civil-war-2016,wandavision-2021,explicit_relation,,work-relation-captain-america-civil-war-2016-wandavision-2021-world-lore,,,,,,,work-relation-captain-america-civil-war-2016-wandavision-2021-world-lore,,legacy_seed,probable,world_lore; world_lore; indirect
reason-captain-america-civil-war-2016-wandavision-2021-shared-entity-entity-x-42251c0735,captain-america-civil-war-2016,wandavision-2021,shared_entity,entity-x-42251c0735,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-42251c0735|appearance-wandavision-2021-entity-x-42251c0735,unknown,legacy_seed,unknown,
reason-captain-america-civil-war-2016-wandavision-2021-shared-entity-entity-x-5d8d873f91,captain-america-civil-war-2016,wandavision-2021,shared_entity,entity-x-5d8d873f91,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-5d8d873f91|appearance-wandavision-2021-entity-x-5d8d873f91,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-agent-carter-one-shot-2013-explicit-relation-work-relation-captain-america-the-first-avenger-2011-agent-carter-one-shot-2013-story-link,captain-america-the-first-avenger-2011,agent-carter-one-shot-2013,explicit_relation,,work-relation-captain-america-the-first-avenger-2011-agent-carter-one-shot-2013-story-link,,,,,,,work-relation-captain-america-the-first-avenger-2011-agent-carter-one-shot-2013-story-link,,legacy_seed,probable,story_link; story; indirect
reason-captain-america-the-first-avenger-2011-avengers-age-of-ultron-2015-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-first-avenger-2011,avengers-age-of-ultron-2015,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-f2dcf7c7cc|appearance-captain-america-the-first-avenger-2011-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-avengers-endgame-2019-shared-entity-entity-x-bd73e23ab5,captain-america-the-first-avenger-2011,avengers-endgame-2019,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-avengers-endgame-2019-entity-x-bd73e23ab5|appearance-captain-america-the-first-avenger-2011-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-avengers-endgame-2019-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-first-avenger-2011,avengers-endgame-2019,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-endgame-2019-entity-x-f2dcf7c7cc|appearance-captain-america-the-first-avenger-2011-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-avengers-infinity-war-2018-shared-entity-entity-x-bd73e23ab5,captain-america-the-first-avenger-2011,avengers-infinity-war-2018,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-bd73e23ab5|appearance-captain-america-the-first-avenger-2011-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-avengers-infinity-war-2018-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-first-avenger-2011,avengers-infinity-war-2018,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-f2dcf7c7cc|appearance-captain-america-the-first-avenger-2011-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-captain-america-civil-war-2016-shared-entity-entity-x-bd73e23ab5,captain-america-the-first-avenger-2011,captain-america-civil-war-2016,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-bd73e23ab5|appearance-captain-america-the-first-avenger-2011-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-captain-america-civil-war-2016-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-first-avenger-2011,captain-america-civil-war-2016,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-f2dcf7c7cc|appearance-captain-america-the-first-avenger-2011-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-explicit-relation-work-relation-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-sequel,captain-america-the-first-avenger-2011,captain-america-the-winter-soldier-2014,explicit_relation,,work-relation-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-sequel,,,,,,,work-relation-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-sequel,,source_verified,confirmed,sequel; story; direct
reason-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-shared-entity-entity-x-bd73e23ab5,captain-america-the-first-avenger-2011,captain-america-the-winter-soldier-2014,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-the-first-avenger-2011-entity-x-bd73e23ab5|appearance-captain-america-the-winter-soldier-2014-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-first-avenger-2011,captain-america-the-winter-soldier-2014,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-captain-america-the-first-avenger-2011-entity-x-f2dcf7c7cc|appearance-captain-america-the-winter-soldier-2014-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-the-avengers-2012-explicit-relation-work-relation-captain-america-the-first-avenger-2011-the-avengers-2012-crossover,captain-america-the-first-avenger-2011,the-avengers-2012,explicit_relation,,work-relation-captain-america-the-first-avenger-2011-the-avengers-2012-crossover,,,,,,,work-relation-captain-america-the-first-avenger-2011-the-avengers-2012-crossover,,legacy_seed,probable,crossover; crossover; indirect
reason-captain-america-the-first-avenger-2011-the-avengers-2012-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-first-avenger-2011,the-avengers-2012,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-captain-america-the-first-avenger-2011-entity-x-f2dcf7c7cc|appearance-the-avengers-2012-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-bd73e23ab5,captain-america-the-first-avenger-2011,the-falcon-and-the-winter-soldier-2021,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-the-first-avenger-2011-entity-x-bd73e23ab5|appearance-the-falcon-and-the-winter-soldier-2021-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-first-avenger-2011-thunderbolts-new-avengers-2025-shared-entity-entity-x-bd73e23ab5,captain-america-the-first-avenger-2011,thunderbolts-new-avengers-2025,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-the-first-avenger-2011-entity-x-bd73e23ab5|appearance-thunderbolts-new-avengers-2025-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-agents-of-s-h-i-e-l-d-20132020-explicit-relation-work-relation-captain-america-the-winter-soldier-2014-agents-of-s-h-i-e-l-d-20132020-world-lore,captain-america-the-winter-soldier-2014,agents-of-s-h-i-e-l-d-20132020,explicit_relation,,work-relation-captain-america-the-winter-soldier-2014-agents-of-s-h-i-e-l-d-20132020-world-lore,,,,,,,work-relation-captain-america-the-winter-soldier-2014-agents-of-s-h-i-e-l-d-20132020-world-lore,,legacy_seed,probable,world_lore; world_lore; direct
reason-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-explicit-relation-work-relation-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-crossover,captain-america-the-winter-soldier-2014,avengers-age-of-ultron-2015,explicit_relation,,work-relation-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-crossover,,,,,,,work-relation-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-crossover,,legacy_seed,probable,crossover; crossover; indirect
reason-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-shared-entity-entity-x-927d19aa0b,captain-america-the-winter-soldier-2014,avengers-age-of-ultron-2015,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-927d19aa0b|appearance-captain-america-the-winter-soldier-2014-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-winter-soldier-2014,avengers-age-of-ultron-2015,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-age-of-ultron-2015-entity-x-f2dcf7c7cc|appearance-captain-america-the-winter-soldier-2014-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-endgame-2019-shared-entity-entity-x-927d19aa0b,captain-america-the-winter-soldier-2014,avengers-endgame-2019,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-endgame-2019-entity-x-927d19aa0b|appearance-captain-america-the-winter-soldier-2014-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-endgame-2019-shared-entity-entity-x-bd73e23ab5,captain-america-the-winter-soldier-2014,avengers-endgame-2019,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-avengers-endgame-2019-entity-x-bd73e23ab5|appearance-captain-america-the-winter-soldier-2014-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-endgame-2019-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-winter-soldier-2014,avengers-endgame-2019,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-endgame-2019-entity-x-f2dcf7c7cc|appearance-captain-america-the-winter-soldier-2014-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-endgame-2019-shared-entity-entity-x-fd344cdc17,captain-america-the-winter-soldier-2014,avengers-endgame-2019,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-avengers-endgame-2019-entity-x-fd344cdc17|appearance-captain-america-the-winter-soldier-2014-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018-shared-entity-entity-x-927d19aa0b,captain-america-the-winter-soldier-2014,avengers-infinity-war-2018,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-927d19aa0b|appearance-captain-america-the-winter-soldier-2014-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018-shared-entity-entity-x-bd73e23ab5,captain-america-the-winter-soldier-2014,avengers-infinity-war-2018,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-bd73e23ab5|appearance-captain-america-the-winter-soldier-2014-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-winter-soldier-2014,avengers-infinity-war-2018,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-f2dcf7c7cc|appearance-captain-america-the-winter-soldier-2014-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018-shared-entity-entity-x-fd344cdc17,captain-america-the-winter-soldier-2014,avengers-infinity-war-2018,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-avengers-infinity-war-2018-entity-x-fd344cdc17|appearance-captain-america-the-winter-soldier-2014-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-black-widow-2021-shared-entity-entity-x-927d19aa0b,captain-america-the-winter-soldier-2014,black-widow-2021,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-black-widow-2021-entity-x-927d19aa0b|appearance-captain-america-the-winter-soldier-2014-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-captain-america-brave-new-world-2025-shared-entity-entity-x-fd344cdc17,captain-america-the-winter-soldier-2014,captain-america-brave-new-world-2025,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-captain-america-brave-new-world-2025-entity-x-fd344cdc17|appearance-captain-america-the-winter-soldier-2014-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-explicit-relation-work-relation-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-sequel,captain-america-the-winter-soldier-2014,captain-america-civil-war-2016,explicit_relation,,work-relation-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-sequel,,,,,,,work-relation-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-shared-entity-entity-x-927d19aa0b,captain-america-the-winter-soldier-2014,captain-america-civil-war-2016,shared_entity,entity-x-927d19aa0b,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-927d19aa0b|appearance-captain-america-the-winter-soldier-2014-entity-x-927d19aa0b,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-shared-entity-entity-x-bd73e23ab5,captain-america-the-winter-soldier-2014,captain-america-civil-war-2016,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-bd73e23ab5|appearance-captain-america-the-winter-soldier-2014-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-shared-entity-entity-x-f2dcf7c7cc,captain-america-the-winter-soldier-2014,captain-america-civil-war-2016,shared_entity,entity-x-f2dcf7c7cc,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-f2dcf7c7cc|appearance-captain-america-the-winter-soldier-2014-entity-x-f2dcf7c7cc,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-shared-entity-entity-x-fd344cdc17,captain-america-the-winter-soldier-2014,captain-america-civil-war-2016,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-captain-america-civil-war-2016-entity-x-fd344cdc17|appearance-captain-america-the-winter-soldier-2014-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-bd73e23ab5,captain-america-the-winter-soldier-2014,the-falcon-and-the-winter-soldier-2021,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-the-winter-soldier-2014-entity-x-bd73e23ab5|appearance-the-falcon-and-the-winter-soldier-2021-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-fd344cdc17,captain-america-the-winter-soldier-2014,the-falcon-and-the-winter-soldier-2021,shared_entity,entity-x-fd344cdc17,,,,,,,,appearance-captain-america-the-winter-soldier-2014-entity-x-fd344cdc17|appearance-the-falcon-and-the-winter-soldier-2021-entity-x-fd344cdc17,unknown,legacy_seed,unknown,
reason-captain-america-the-winter-soldier-2014-thunderbolts-new-avengers-2025-shared-entity-entity-x-bd73e23ab5,captain-america-the-winter-soldier-2014,thunderbolts-new-avengers-2025,shared_entity,entity-x-bd73e23ab5,,,,,,,,appearance-captain-america-the-winter-soldier-2014-entity-x-bd73e23ab5|appearance-thunderbolts-new-avengers-2025-entity-x-bd73e23ab5,unknown,legacy_seed,unknown,
reason-captain-marvel-2019-avengers-endgame-2019-explicit-relation-work-relation-captain-marvel-2019-avengers-endgame-2019-crossover,captain-marvel-2019,avengers-endgame-2019,explicit_relation,,work-relation-captain-marvel-2019-avengers-endgame-2019-crossover,,,,,,,work-relation-captain-marvel-2019-avengers-endgame-2019-crossover,,legacy_seed,probable,crossover; story; direct
reason-captain-marvel-2019-avengers-endgame-2019-shared-entity-entity-x-a6764da9a6,captain-marvel-2019,avengers-endgame-2019,shared_entity,entity-x-a6764da9a6,,,,,,,,appearance-avengers-endgame-2019-entity-x-a6764da9a6|appearance-captain-marvel-2019-entity-x-a6764da9a6,unknown,legacy_seed,unknown,
reason-captain-marvel-2019-secret-invasion-2023-explicit-relation-work-relation-captain-marvel-2019-secret-invasion-2023-world-lore,captain-marvel-2019,secret-invasion-2023,explicit_relation,,work-relation-captain-marvel-2019-secret-invasion-2023-world-lore,,,,,,,work-relation-captain-marvel-2019-secret-invasion-2023-world-lore,,legacy_seed,probable,world_lore; world_lore; indirect
reason-captain-marvel-2019-the-marvels-2023-explicit-relation-work-relation-captain-marvel-2019-the-marvels-2023-sequel,captain-marvel-2019,the-marvels-2023,explicit_relation,,work-relation-captain-marvel-2019-the-marvels-2023-sequel,,,,,,,work-relation-captain-marvel-2019-the-marvels-2023-sequel,,legacy_seed,probable,sequel; story; direct
reason-captain-marvel-2019-the-marvels-2023-shared-entity-entity-x-06c4fa169e,captain-marvel-2019,the-marvels-2023,shared_entity,entity-x-06c4fa169e,,,,,,,,appearance-captain-marvel-2019-entity-x-06c4fa169e|appearance-the-marvels-2023-entity-x-06c4fa169e,unknown,legacy_seed,unknown,
reason-captain-marvel-2019-the-marvels-2023-shared-entity-entity-x-a6764da9a6,captain-marvel-2019,the-marvels-2023,shared_entity,entity-x-a6764da9a6,,,,,,,,appearance-captain-marvel-2019-entity-x-a6764da9a6|appearance-the-marvels-2023-entity-x-a6764da9a6,unknown,legacy_seed,unknown,
reason-captain-marvel-2019-wandavision-2021-shared-entity-entity-x-06c4fa169e,captain-marvel-2019,wandavision-2021,shared_entity,entity-x-06c4fa169e,,,,,,,,appearance-captain-marvel-2019-entity-x-06c4fa169e|appearance-wandavision-2021-entity-x-06c4fa169e,unknown,legacy_seed,unknown,
reason-cloak-dagger-20182019-runaways-20172019-explicit-relation-work-relation-cloak-dagger-20182019-runaways-20172019-crossover,cloak-dagger-20182019,runaways-20172019,explicit_relation,,work-relation-cloak-dagger-20182019-runaways-20172019-crossover,,,,,,,work-relation-cloak-dagger-20182019-runaways-20172019-crossover,,legacy_seed,probable,crossover; crossover; direct
reason-daredevil-2003-elektra-2005-explicit-relation-work-relation-daredevil-2003-elektra-2005-spinoff,daredevil-2003,elektra-2005,explicit_relation,,work-relation-daredevil-2003-elektra-2005-spinoff,,,,,,,work-relation-daredevil-2003-elektra-2005-spinoff,,legacy_seed,probable,spinoff; story; strong
reason-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-explicit-relation-work-relation-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-sequel,daredevil-born-again-s1-2025,daredevil-born-again-s2-2026,explicit_relation,,work-relation-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-sequel,,,,,,,work-relation-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-sequel,,source_verified,confirmed,sequel; story; direct
reason-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354,daredevil-born-again-s1-2025,daredevil-born-again-s2-2026,shared_entity,entity-x-97f9d29354,,,,,,,,appearance-daredevil-born-again-s1-2025-entity-x-97f9d29354|appearance-daredevil-born-again-s2-2026-entity-x-97f9d29354,unknown,legacy_seed,unknown,
reason-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-shared-entity-entity-x-b42511d738,daredevil-born-again-s1-2025,daredevil-born-again-s2-2026,shared_entity,entity-x-b42511d738,,,,,,,,appearance-daredevil-born-again-s1-2025-entity-x-b42511d738|appearance-daredevil-born-again-s2-2026-entity-x-b42511d738,unknown,legacy_seed,unknown,
reason-daredevil-born-again-s1-2025-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,daredevil-born-again-s1-2025,spider-man-brand-new-day-2026-07-31,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-daredevil-born-again-s1-2025-entity-x-cacda9afb6|appearance-spider-man-brand-new-day-2026-07-31-entity-x-797ce92fcd,onscreen|unknown,legacy_seed|source_verified,confirmed|unknown,
reason-daredevil-born-again-s1-2025-the-punisher-one-last-kill-2026-05-12-shared-entity-entity-x-cacda9afb6,daredevil-born-again-s1-2025,the-punisher-one-last-kill-2026-05-12,shared_entity,entity-x-cacda9afb6,,,,,,,,appearance-daredevil-born-again-s1-2025-entity-x-cacda9afb6|appearance-the-punisher-one-last-kill-2026-05-12-entity-x-cacda9afb6,unknown,legacy_seed,unknown,
reason-daredevil-born-again-s2-2026-daredevil-born-again-s3-tba-explicit-relation-work-relation-daredevil-born-again-s2-2026-daredevil-born-again-s3-tba-sequel,daredevil-born-again-s2-2026,daredevil-born-again-s3-tba,explicit_relation,,work-relation-daredevil-born-again-s2-2026-daredevil-born-again-s3-tba-sequel,,,,,,,work-relation-daredevil-born-again-s2-2026-daredevil-born-again-s3-tba-sequel,,legacy_seed,confirmed,sequel; story; direct
reason-daredevil-born-again-s2-2026-the-punisher-one-last-kill-2026-05-12-explicit-relation-work-relation-daredevil-born-again-s2-2026-the-punisher-one-last-kill-2026-05-12-crossover,daredevil-born-again-s2-2026,the-punisher-one-last-kill-2026-05-12,explicit_relation,,work-relation-daredevil-born-again-s2-2026-the-punisher-one-last-kill-2026-05-12-crossover,,,,,,,work-relation-daredevil-born-again-s2-2026-the-punisher-one-last-kill-2026-05-12-crossover,,source_verified,probable,crossover; crossover; indirect
