edge_id,source_work_id,target_work_id,reason_ids,reason_count
edge-captain-america-the-first-avenger-2011-agent-carter-one-shot-2013,captain-america-the-first-avenger-2011,agent-carter-one-shot-2013,reason-captain-america-the-first-avenger-2011-agent-carter-one-shot-2013-explicit-relation-work-relation-captain-america-the-first-avenger-2011-agent-carter-one-shot-2013-story-link,1
edge-captain-america-the-first-avenger-2011-avengers-age-of-ultron-2015,captain-america-the-first-avenger-2011,avengers-age-of-ultron-2015,reason-captain-america-the-first-avenger-2011-avengers-age-of-ultron-2015-shared-entity-entity-x-f2dcf7c7cc,1
edge-captain-america-the-first-avenger-2011-avengers-endgame-2019,captain-america-the-first-avenger-2011,avengers-endgame-2019,reason-captain-america-the-first-avenger-2011-avengers-endgame-2019-shared-entity-entity-x-bd73e23ab5|reason-captain-america-the-first-avenger-2011-avengers-endgame-2019-shared-entity-entity-x-f2dcf7c7cc,2
edge-captain-america-the-first-avenger-2011-avengers-infinity-war-2018,captain-america-the-first-avenger-2011,avengers-infinity-war-2018,reason-captain-america-the-first-avenger-2011-avengers-infinity-war-2018-shared-entity-entity-x-bd73e23ab5|reason-captain-america-the-first-avenger-2011-avengers-infinity-war-2018-shared-entity-entity-x-f2dcf7c7cc,2
edge-captain-america-the-first-avenger-2011-captain-america-civil-war-2016,captain-america-the-first-avenger-2011,captain-america-civil-war-2016,reason-captain-america-the-first-avenger-2011-captain-america-civil-war-2016-shared-entity-entity-x-bd73e23ab5|reason-captain-america-the-first-avenger-2011-captain-america-civil-war-2016-shared-entity-entity-x-f2dcf7c7cc,2
edge-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014,captain-america-the-first-avenger-2011,captain-america-the-winter-soldier-2014,reason-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-explicit-relation-work-relation-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-sequel|reason-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-shared-entity-entity-x-bd73e23ab5|reason-captain-america-the-first-avenger-2011-captain-america-the-winter-soldier-2014-shared-entity-entity-x-f2dcf7c7cc,3
edge-captain-america-the-first-avenger-2011-the-avengers-2012,captain-america-the-first-avenger-2011,the-avengers-2012,reason-captain-america-the-first-avenger-2011-the-avengers-2012-explicit-relation-work-relation-captain-america-the-first-avenger-2011-the-avengers-2012-crossover|reason-captain-america-the-first-avenger-2011-the-avengers-2012-shared-entity-entity-x-f2dcf7c7cc,2
edge-captain-america-the-first-avenger-2011-the-falcon-and-the-winter-soldier-2021,captain-america-the-first-avenger-2011,the-falcon-and-the-winter-soldier-2021,reason-captain-america-the-first-avenger-2011-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-bd73e23ab5,1
edge-captain-america-the-first-avenger-2011-thunderbolts-new-avengers-2025,captain-america-the-first-avenger-2011,thunderbolts-new-avengers-2025,reason-captain-america-the-first-avenger-2011-thunderbolts-new-avengers-2025-shared-entity-entity-x-bd73e23ab5,1
edge-captain-america-the-winter-soldier-2014-agents-of-s-h-i-e-l-d-20132020,captain-america-the-winter-soldier-2014,agents-of-s-h-i-e-l-d-20132020,reason-captain-america-the-winter-soldier-2014-agents-of-s-h-i-e-l-d-20132020-explicit-relation-work-relation-captain-america-the-winter-soldier-2014-agents-of-s-h-i-e-l-d-20132020-world-lore,1
edge-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015,captain-america-the-winter-soldier-2014,avengers-age-of-ultron-2015,reason-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-explicit-relation-work-relation-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-crossover|reason-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-shared-entity-entity-x-927d19aa0b|reason-captain-america-the-winter-soldier-2014-avengers-age-of-ultron-2015-shared-entity-entity-x-f2dcf7c7cc,3
edge-captain-america-the-winter-soldier-2014-avengers-endgame-2019,captain-america-the-winter-soldier-2014,avengers-endgame-2019,reason-captain-america-the-winter-soldier-2014-avengers-endgame-2019-shared-entity-entity-x-927d19aa0b|reason-captain-america-the-winter-soldier-2014-avengers-endgame-2019-shared-entity-entity-x-bd73e23ab5|reason-captain-america-the-winter-soldier-2014-avengers-endgame-2019-shared-entity-entity-x-f2dcf7c7cc|reason-captain-america-the-winter-soldier-2014-avengers-endgame-2019-shared-entity-entity-x-fd344cdc17,4
edge-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018,captain-america-the-winter-soldier-2014,avengers-infinity-war-2018,reason-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018-shared-entity-entity-x-927d19aa0b|reason-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018-shared-entity-entity-x-bd73e23ab5|reason-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018-shared-entity-entity-x-f2dcf7c7cc|reason-captain-america-the-winter-soldier-2014-avengers-infinity-war-2018-shared-entity-entity-x-fd344cdc17,4
edge-captain-america-the-winter-soldier-2014-black-widow-2021,captain-america-the-winter-soldier-2014,black-widow-2021,reason-captain-america-the-winter-soldier-2014-black-widow-2021-shared-entity-entity-x-927d19aa0b,1
edge-captain-america-the-winter-soldier-2014-captain-america-brave-new-world-2025,captain-america-the-winter-soldier-2014,captain-america-brave-new-world-2025,reason-captain-america-the-winter-soldier-2014-captain-america-brave-new-world-2025-shared-entity-entity-x-fd344cdc17,1
edge-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016,captain-america-the-winter-soldier-2014,captain-america-civil-war-2016,reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-explicit-relation-work-relation-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-sequel|reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-shared-entity-entity-x-927d19aa0b|reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-shared-entity-entity-x-bd73e23ab5|reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-shared-entity-entity-x-f2dcf7c7cc|reason-captain-america-the-winter-soldier-2014-captain-america-civil-war-2016-shared-entity-entity-x-fd344cdc17,5
edge-captain-america-the-winter-soldier-2014-the-falcon-and-the-winter-soldier-2021,captain-america-the-winter-soldier-2014,the-falcon-and-the-winter-soldier-2021,reason-captain-america-the-winter-soldier-2014-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-bd73e23ab5|reason-captain-america-the-winter-soldier-2014-the-falcon-and-the-winter-soldier-2021-shared-entity-entity-x-fd344cdc17,2
edge-captain-america-the-winter-soldier-2014-thunderbolts-new-avengers-2025,captain-america-the-winter-soldier-2014,thunderbolts-new-avengers-2025,reason-captain-america-the-winter-soldier-2014-thunderbolts-new-avengers-2025-shared-entity-entity-x-bd73e23ab5,1
edge-captain-marvel-2019-avengers-endgame-2019,captain-marvel-2019,avengers-endgame-2019,reason-captain-marvel-2019-avengers-endgame-2019-explicit-relation-work-relation-captain-marvel-2019-avengers-endgame-2019-crossover|reason-captain-marvel-2019-avengers-endgame-2019-shared-entity-entity-x-a6764da9a6,2
edge-captain-marvel-2019-secret-invasion-2023,captain-marvel-2019,secret-invasion-2023,reason-captain-marvel-2019-secret-invasion-2023-explicit-relation-work-relation-captain-marvel-2019-secret-invasion-2023-world-lore,1
edge-captain-marvel-2019-the-marvels-2023,captain-marvel-2019,the-marvels-2023,reason-captain-marvel-2019-the-marvels-2023-explicit-relation-work-relation-captain-marvel-2019-the-marvels-2023-sequel|reason-captain-marvel-2019-the-marvels-2023-shared-entity-entity-x-06c4fa169e|reason-captain-marvel-2019-the-marvels-2023-shared-entity-entity-x-a6764da9a6,3
edge-captain-marvel-2019-wandavision-2021,captain-marvel-2019,wandavision-2021,reason-captain-marvel-2019-wandavision-2021-shared-entity-entity-x-06c4fa169e,1
edge-cloak-dagger-20182019-runaways-20172019,cloak-dagger-20182019,runaways-20172019,reason-cloak-dagger-20182019-runaways-20172019-explicit-relation-work-relation-cloak-dagger-20182019-runaways-20172019-crossover,1
edge-daredevil-2003-elektra-2005,daredevil-2003,elektra-2005,reason-daredevil-2003-elektra-2005-explicit-relation-work-relation-daredevil-2003-elektra-2005-spinoff,1
edge-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026,daredevil-born-again-s1-2025,daredevil-born-again-s2-2026,reason-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-explicit-relation-work-relation-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-sequel|reason-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354|reason-daredevil-born-again-s1-2025-daredevil-born-again-s2-2026-shared-entity-entity-x-b42511d738,3
edge-daredevil-born-again-s1-2025-spider-man-brand-new-day-2026-07-31,daredevil-born-again-s1-2025,spider-man-brand-new-day-2026-07-31,reason-daredevil-born-again-s1-2025-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,1
edge-daredevil-born-again-s1-2025-the-punisher-one-last-kill-2026-05-12,daredevil-born-again-s1-2025,the-punisher-one-last-kill-2026-05-12,reason-daredevil-born-again-s1-2025-the-punisher-one-last-kill-2026-05-12-shared-entity-entity-x-cacda9afb6,1
edge-daredevil-born-again-s2-2026-daredevil-born-again-s3-tba,daredevil-born-again-s2-2026,daredevil-born-again-s3-tba,reason-daredevil-born-again-s2-2026-daredevil-born-again-s3-tba-explicit-relation-work-relation-daredevil-born-again-s2-2026-daredevil-born-again-s3-tba-sequel,1
edge-daredevil-born-again-s2-2026-the-punisher-one-last-kill-2026-05-12,daredevil-born-again-s2-2026,the-punisher-one-last-kill-2026-05-12,reason-daredevil-born-again-s2-2026-the-punisher-one-last-kill-2026-05-12-explicit-relation-work-relation-daredevil-born-again-s2-2026-the-punisher-one-last-kill-2026-05-12-crossover,1
edge-daredevil-s1-2015-daredevil-born-again-s1-2025,daredevil-s1-2015,daredevil-born-again-s1-2025,reason-daredevil-s1-2015-daredevil-born-again-s1-2025-shared-entity-entity-x-97f9d29354|reason-daredevil-s1-2015-daredevil-born-again-s1-2025-shared-entity-entity-x-b42511d738,2
edge-daredevil-s1-2015-daredevil-born-again-s2-2026,daredevil-s1-2015,daredevil-born-again-s2-2026,reason-daredevil-s1-2015-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354|reason-daredevil-s1-2015-daredevil-born-again-s2-2026-shared-entity-entity-x-b42511d738,2
edge-daredevil-s1-2015-daredevil-s2-2016,daredevil-s1-2015,daredevil-s2-2016,reason-daredevil-s1-2015-daredevil-s2-2016-explicit-relation-work-relation-daredevil-s1-2015-daredevil-s2-2016-sequel|reason-daredevil-s1-2015-daredevil-s2-2016-shared-entity-entity-x-97f9d29354|reason-daredevil-s1-2015-daredevil-s2-2016-shared-entity-entity-x-b42511d738,3
edge-daredevil-s1-2015-daredevil-s3-2018,daredevil-s1-2015,daredevil-s3-2018,reason-daredevil-s1-2015-daredevil-s3-2018-shared-entity-entity-x-97f9d29354|reason-daredevil-s1-2015-daredevil-s3-2018-shared-entity-entity-x-b42511d738,2
edge-daredevil-s1-2015-echo-2024,daredevil-s1-2015,echo-2024,reason-daredevil-s1-2015-echo-2024-shared-entity-entity-x-97f9d29354|reason-daredevil-s1-2015-echo-2024-shared-entity-entity-x-b42511d738,2
edge-daredevil-s1-2015-hawkeye-2021,daredevil-s1-2015,hawkeye-2021,reason-daredevil-s1-2015-hawkeye-2021-shared-entity-entity-x-b42511d738,1
edge-daredevil-s1-2015-she-hulk-attorney-at-law-2022,daredevil-s1-2015,she-hulk-attorney-at-law-2022,reason-daredevil-s1-2015-she-hulk-attorney-at-law-2022-shared-entity-entity-x-97f9d29354,1
edge-daredevil-s1-2015-spider-man-no-way-home-2021,daredevil-s1-2015,spider-man-no-way-home-2021,reason-daredevil-s1-2015-spider-man-no-way-home-2021-shared-entity-entity-x-97f9d29354,1
edge-daredevil-s1-2015-the-defenders-2017,daredevil-s1-2015,the-defenders-2017,reason-daredevil-s1-2015-the-defenders-2017-shared-entity-entity-x-97f9d29354,1
edge-daredevil-s2-2016-daredevil-born-again-s1-2025,daredevil-s2-2016,daredevil-born-again-s1-2025,reason-daredevil-s2-2016-daredevil-born-again-s1-2025-shared-entity-entity-x-97f9d29354|reason-daredevil-s2-2016-daredevil-born-again-s1-2025-shared-entity-entity-x-b42511d738|reason-daredevil-s2-2016-daredevil-born-again-s1-2025-shared-entity-entity-x-cacda9afb6,3
edge-daredevil-s2-2016-daredevil-born-again-s2-2026,daredevil-s2-2016,daredevil-born-again-s2-2026,reason-daredevil-s2-2016-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354|reason-daredevil-s2-2016-daredevil-born-again-s2-2026-shared-entity-entity-x-b42511d738,2
edge-daredevil-s2-2016-daredevil-s3-2018,daredevil-s2-2016,daredevil-s3-2018,reason-daredevil-s2-2016-daredevil-s3-2018-shared-entity-entity-x-97f9d29354|reason-daredevil-s2-2016-daredevil-s3-2018-shared-entity-entity-x-b42511d738,2
edge-daredevil-s2-2016-echo-2024,daredevil-s2-2016,echo-2024,reason-daredevil-s2-2016-echo-2024-shared-entity-entity-x-97f9d29354|reason-daredevil-s2-2016-echo-2024-shared-entity-entity-x-b42511d738,2
edge-daredevil-s2-2016-hawkeye-2021,daredevil-s2-2016,hawkeye-2021,reason-daredevil-s2-2016-hawkeye-2021-shared-entity-entity-x-b42511d738,1
edge-daredevil-s2-2016-she-hulk-attorney-at-law-2022,daredevil-s2-2016,she-hulk-attorney-at-law-2022,reason-daredevil-s2-2016-she-hulk-attorney-at-law-2022-shared-entity-entity-x-97f9d29354,1
edge-daredevil-s2-2016-spider-man-brand-new-day-2026-07-31,daredevil-s2-2016,spider-man-brand-new-day-2026-07-31,reason-daredevil-s2-2016-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,1
edge-daredevil-s2-2016-spider-man-no-way-home-2021,daredevil-s2-2016,spider-man-no-way-home-2021,reason-daredevil-s2-2016-spider-man-no-way-home-2021-shared-entity-entity-x-97f9d29354,1
edge-daredevil-s2-2016-the-defenders-2017,daredevil-s2-2016,the-defenders-2017,reason-daredevil-s2-2016-the-defenders-2017-explicit-relation-work-relation-daredevil-s2-2016-the-defenders-2017-crossover|reason-daredevil-s2-2016-the-defenders-2017-shared-entity-entity-x-97f9d29354,2
edge-daredevil-s2-2016-the-punisher-one-last-kill-2026-05-12,daredevil-s2-2016,the-punisher-one-last-kill-2026-05-12,reason-daredevil-s2-2016-the-punisher-one-last-kill-2026-05-12-shared-entity-entity-x-cacda9afb6,1
edge-daredevil-s2-2016-the-punisher-s1-2017,daredevil-s2-2016,the-punisher-s1-2017,reason-daredevil-s2-2016-the-punisher-s1-2017-explicit-relation-work-relation-daredevil-s2-2016-the-punisher-s1-2017-spinoff|reason-daredevil-s2-2016-the-punisher-s1-2017-shared-entity-entity-x-cacda9afb6,2
edge-daredevil-s2-2016-the-punisher-s2-2019,daredevil-s2-2016,the-punisher-s2-2019,reason-daredevil-s2-2016-the-punisher-s2-2019-shared-entity-entity-x-cacda9afb6,1
edge-daredevil-s3-2018-daredevil-born-again-s1-2025,daredevil-s3-2018,daredevil-born-again-s1-2025,reason-daredevil-s3-2018-daredevil-born-again-s1-2025-explicit-relation-work-relation-daredevil-s3-2018-daredevil-born-again-s1-2025-sequel|reason-daredevil-s3-2018-daredevil-born-again-s1-2025-shared-entity-entity-x-97f9d29354|reason-daredevil-s3-2018-daredevil-born-again-s1-2025-shared-entity-entity-x-b42511d738,3
edge-daredevil-s3-2018-daredevil-born-again-s2-2026,daredevil-s3-2018,daredevil-born-again-s2-2026,reason-daredevil-s3-2018-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354|reason-daredevil-s3-2018-daredevil-born-again-s2-2026-shared-entity-entity-x-b42511d738,2
edge-daredevil-s3-2018-echo-2024,daredevil-s3-2018,echo-2024,reason-daredevil-s3-2018-echo-2024-shared-entity-entity-x-97f9d29354|reason-daredevil-s3-2018-echo-2024-shared-entity-entity-x-b42511d738,2
edge-daredevil-s3-2018-hawkeye-2021,daredevil-s3-2018,hawkeye-2021,reason-daredevil-s3-2018-hawkeye-2021-shared-entity-entity-x-b42511d738,1
edge-daredevil-s3-2018-she-hulk-attorney-at-law-2022,daredevil-s3-2018,she-hulk-attorney-at-law-2022,reason-daredevil-s3-2018-she-hulk-attorney-at-law-2022-shared-entity-entity-x-97f9d29354,1
edge-daredevil-s3-2018-spider-man-no-way-home-2021,daredevil-s3-2018,spider-man-no-way-home-2021,reason-daredevil-s3-2018-spider-man-no-way-home-2021-shared-entity-entity-x-97f9d29354,1
edge-deadpool-2-2018-deadpool-wolverine-2024,deadpool-2-2018,deadpool-wolverine-2024,reason-deadpool-2-2018-deadpool-wolverine-2024-explicit-relation-work-relation-deadpool-2-2018-deadpool-wolverine-2024-story-link|reason-deadpool-2-2018-deadpool-wolverine-2024-shared-entity-entity-x-06b270750e,2
edge-deadpool-2016-deadpool-2-2018,deadpool-2016,deadpool-2-2018,reason-deadpool-2016-deadpool-2-2018-explicit-relation-work-relation-deadpool-2016-deadpool-2-2018-sequel|reason-deadpool-2016-deadpool-2-2018-shared-entity-entity-x-06b270750e,2
edge-deadpool-2016-deadpool-wolverine-2024,deadpool-2016,deadpool-wolverine-2024,reason-deadpool-2016-deadpool-wolverine-2024-shared-entity-entity-x-06b270750e,1
edge-deadpool-wolverine-2024-avengers-doomsday-2026-12-18,deadpool-wolverine-2024,avengers-doomsday-2026-12-18,reason-deadpool-wolverine-2024-avengers-doomsday-2026-12-18-explicit-relation-work-relation-deadpool-wolverine-2024-avengers-doomsday-2026-12-18-crossover,1
edge-doctor-strange-2016-avengers-endgame-2019,doctor-strange-2016,avengers-endgame-2019,reason-doctor-strange-2016-avengers-endgame-2019-shared-entity-entity-x-c8ead423cc,1
edge-doctor-strange-2016-avengers-infinity-war-2018,doctor-strange-2016,avengers-infinity-war-2018,reason-doctor-strange-2016-avengers-infinity-war-2018-explicit-relation-work-relation-doctor-strange-2016-avengers-infinity-war-2018-crossover|reason-doctor-strange-2016-avengers-infinity-war-2018-shared-entity-entity-x-c8ead423cc,2
edge-doctor-strange-2016-doctor-strange-in-the-multiverse-of-madness-2022,doctor-strange-2016,doctor-strange-in-the-multiverse-of-madness-2022,reason-doctor-strange-2016-doctor-strange-in-the-multiverse-of-madness-2022-explicit-relation-work-relation-doctor-strange-2016-doctor-strange-in-the-multiverse-of-madness-2022-sequel|reason-doctor-strange-2016-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-c8ead423cc,2
edge-doctor-strange-2016-spider-man-no-way-home-2021,doctor-strange-2016,spider-man-no-way-home-2021,reason-doctor-strange-2016-spider-man-no-way-home-2021-shared-entity-entity-x-c8ead423cc,1
edge-doctor-strange-2016-thor-ragnarok-2017,doctor-strange-2016,thor-ragnarok-2017,reason-doctor-strange-2016-thor-ragnarok-2017-explicit-relation-work-relation-doctor-strange-2016-thor-ragnarok-2017-story-link,1
edge-echo-2024-daredevil-born-again-s1-2025,echo-2024,daredevil-born-again-s1-2025,reason-echo-2024-daredevil-born-again-s1-2025-explicit-relation-work-relation-echo-2024-daredevil-born-again-s1-2025-story-link|reason-echo-2024-daredevil-born-again-s1-2025-shared-entity-entity-x-97f9d29354|reason-echo-2024-daredevil-born-again-s1-2025-shared-entity-entity-x-b42511d738,3
edge-echo-2024-daredevil-born-again-s2-2026,echo-2024,daredevil-born-again-s2-2026,reason-echo-2024-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354|reason-echo-2024-daredevil-born-again-s2-2026-shared-entity-entity-x-b42511d738,2
edge-elektra-2005-deadpool-wolverine-2024,elektra-2005,deadpool-wolverine-2024,reason-elektra-2005-deadpool-wolverine-2024-explicit-relation-work-relation-elektra-2005-deadpool-wolverine-2024-crossover,1
edge-fantastic-four-2005-fantastic-four-rise-of-the-silver-surfer-2007,fantastic-four-2005,fantastic-four-rise-of-the-silver-surfer-2007,reason-fantastic-four-2005-fantastic-four-rise-of-the-silver-surfer-2007-explicit-relation-work-relation-fantastic-four-2005-fantastic-four-rise-of-the-silver-surfer-2007-sequel,1
edge-fantastic-four-rise-of-the-silver-surfer-2007-deadpool-wolverine-2024,fantastic-four-rise-of-the-silver-surfer-2007,deadpool-wolverine-2024,reason-fantastic-four-rise-of-the-silver-surfer-2007-deadpool-wolverine-2024-explicit-relation-work-relation-fantastic-four-rise-of-the-silver-surfer-2007-deadpool-wolverine-2024-crossover,1
edge-guardians-of-the-galaxy-2014-captain-marvel-2019,guardians-of-the-galaxy-2014,captain-marvel-2019,reason-guardians-of-the-galaxy-2014-captain-marvel-2019-explicit-relation-work-relation-guardians-of-the-galaxy-2014-captain-marvel-2019-lead-in,1
edge-guardians-of-the-galaxy-2014-guardians-of-the-galaxy-vol-2-2017,guardians-of-the-galaxy-2014,guardians-of-the-galaxy-vol-2-2017,reason-guardians-of-the-galaxy-2014-guardians-of-the-galaxy-vol-2-2017-explicit-relation-work-relation-guardians-of-the-galaxy-2014-guardians-of-the-galaxy-vol-2-2017-sequel,1
edge-guardians-of-the-galaxy-vol-2-2017-avengers-infinity-war-2018,guardians-of-the-galaxy-vol-2-2017,avengers-infinity-war-2018,reason-guardians-of-the-galaxy-vol-2-2017-avengers-infinity-war-2018-explicit-relation-work-relation-guardians-of-the-galaxy-vol-2-2017-avengers-infinity-war-2018-crossover,1
edge-guardians-of-the-galaxy-vol-2-2017-i-am-groot-s1-2022,guardians-of-the-galaxy-vol-2-2017,i-am-groot-s1-2022,reason-guardians-of-the-galaxy-vol-2-2017-i-am-groot-s1-2022-explicit-relation-work-relation-guardians-of-the-galaxy-vol-2-2017-i-am-groot-s1-2022-story-link,1
edge-guardians-of-the-galaxy-vol-2-2017-the-guardians-of-the-galaxy-holiday-special-2022,guardians-of-the-galaxy-vol-2-2017,the-guardians-of-the-galaxy-holiday-special-2022,reason-guardians-of-the-galaxy-vol-2-2017-the-guardians-of-the-galaxy-holiday-special-2022-explicit-relation-work-relation-guardians-of-the-galaxy-vol-2-2017-the-guardians-of-the-galaxy-holiday-special-2022-story-link,1
edge-hawkeye-2021-daredevil-born-again-s1-2025,hawkeye-2021,daredevil-born-again-s1-2025,reason-hawkeye-2021-daredevil-born-again-s1-2025-explicit-relation-work-relation-hawkeye-2021-daredevil-born-again-s1-2025-lead-in|reason-hawkeye-2021-daredevil-born-again-s1-2025-shared-entity-entity-x-b42511d738,2
edge-hawkeye-2021-daredevil-born-again-s2-2026,hawkeye-2021,daredevil-born-again-s2-2026,reason-hawkeye-2021-daredevil-born-again-s2-2026-shared-entity-entity-x-b42511d738,1
edge-hawkeye-2021-echo-2024,hawkeye-2021,echo-2024,reason-hawkeye-2021-echo-2024-explicit-relation-work-relation-hawkeye-2021-echo-2024-spinoff|reason-hawkeye-2021-echo-2024-shared-entity-entity-x-b42511d738,2
edge-hawkeye-2021-the-marvels-2023,hawkeye-2021,the-marvels-2023,reason-hawkeye-2021-the-marvels-2023-shared-entity-entity-x-513bb16625,1
edge-hawkeye-2021-thunderbolts-new-avengers-2025,hawkeye-2021,thunderbolts-new-avengers-2025,reason-hawkeye-2021-thunderbolts-new-avengers-2025-shared-entity-entity-x-3cfb930336,1
edge-i-am-groot-s1-2022-i-am-groot-s2-2023,i-am-groot-s1-2022,i-am-groot-s2-2023,reason-i-am-groot-s1-2022-i-am-groot-s2-2023-explicit-relation-work-relation-i-am-groot-s1-2022-i-am-groot-s2-2023-sequel,1
edge-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022,inhumans-2017,doctor-strange-in-the-multiverse-of-madness-2022,reason-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-explicit-relation-work-relation-inhumans-2017-doctor-strange-in-the-multiverse-of-madness-2022-variant-callback,1
edge-iron-fist-s1-2017-iron-fist-s2-2018,iron-fist-s1-2017,iron-fist-s2-2018,reason-iron-fist-s1-2017-iron-fist-s2-2018-explicit-relation-work-relation-iron-fist-s1-2017-iron-fist-s2-2018-sequel,1
edge-iron-fist-s1-2017-the-defenders-2017,iron-fist-s1-2017,the-defenders-2017,reason-iron-fist-s1-2017-the-defenders-2017-explicit-relation-work-relation-iron-fist-s1-2017-the-defenders-2017-crossover,1
edge-iron-man-2-2010-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,iron-man-2-2010,a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011,reason-iron-man-2-2010-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-explicit-relation-work-relation-iron-man-2-2010-a-funny-thing-happened-on-the-way-to-thor-s-hammer-2011-story-link,1
edge-iron-man-2-2010-avengers-age-of-ultron-2015,iron-man-2-2010,avengers-age-of-ultron-2015,reason-iron-man-2-2010-avengers-age-of-ultron-2015-shared-entity-entity-x-5a2ee964f0|reason-iron-man-2-2010-avengers-age-of-ultron-2015-shared-entity-entity-x-927d19aa0b,2
edge-iron-man-2-2010-avengers-endgame-2019,iron-man-2-2010,avengers-endgame-2019,reason-iron-man-2-2010-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0|reason-iron-man-2-2010-avengers-endgame-2019-shared-entity-entity-x-927d19aa0b,2
edge-iron-man-2-2010-avengers-infinity-war-2018,iron-man-2-2010,avengers-infinity-war-2018,reason-iron-man-2-2010-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0|reason-iron-man-2-2010-avengers-infinity-war-2018-shared-entity-entity-x-927d19aa0b,2
edge-iron-man-2-2010-black-widow-2021,iron-man-2-2010,black-widow-2021,reason-iron-man-2-2010-black-widow-2021-shared-entity-entity-x-927d19aa0b,1
edge-iron-man-2-2010-captain-america-civil-war-2016,iron-man-2-2010,captain-america-civil-war-2016,reason-iron-man-2-2010-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0|reason-iron-man-2-2010-captain-america-civil-war-2016-shared-entity-entity-x-927d19aa0b,2
edge-iron-man-2-2010-captain-america-the-winter-soldier-2014,iron-man-2-2010,captain-america-the-winter-soldier-2014,reason-iron-man-2-2010-captain-america-the-winter-soldier-2014-shared-entity-entity-x-927d19aa0b,1
edge-iron-man-2-2010-iron-man-3-2013,iron-man-2-2010,iron-man-3-2013,reason-iron-man-2-2010-iron-man-3-2013-explicit-relation-work-relation-iron-man-2-2010-iron-man-3-2013-sequel|reason-iron-man-2-2010-iron-man-3-2013-shared-entity-entity-x-5a2ee964f0,2
edge-iron-man-2-2010-spider-man-homecoming-2017,iron-man-2-2010,spider-man-homecoming-2017,reason-iron-man-2-2010-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-2-2010-the-avengers-2012,iron-man-2-2010,the-avengers-2012,reason-iron-man-2-2010-the-avengers-2012-explicit-relation-work-relation-iron-man-2-2010-the-avengers-2012-crossover|reason-iron-man-2-2010-the-avengers-2012-shared-entity-entity-x-5a2ee964f0|reason-iron-man-2-2010-the-avengers-2012-shared-entity-entity-x-927d19aa0b,3
edge-iron-man-2-2010-thor-2011,iron-man-2-2010,thor-2011,reason-iron-man-2-2010-thor-2011-explicit-relation-work-relation-iron-man-2-2010-thor-2011-world-lore,1
edge-iron-man-2008-avengers-age-of-ultron-2015,iron-man-2008,avengers-age-of-ultron-2015,reason-iron-man-2008-avengers-age-of-ultron-2015-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-2008-avengers-endgame-2019,iron-man-2008,avengers-endgame-2019,reason-iron-man-2008-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-2008-avengers-infinity-war-2018,iron-man-2008,avengers-infinity-war-2018,reason-iron-man-2008-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0,1
