edge_id,source_work_id,target_work_id,reason_ids,reason_count
edge-iron-man-2008-captain-america-civil-war-2016,iron-man-2008,captain-america-civil-war-2016,reason-iron-man-2008-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-2008-iron-man-2-2010,iron-man-2008,iron-man-2-2010,reason-iron-man-2008-iron-man-2-2010-explicit-relation-work-relation-iron-man-2008-iron-man-2-2010-sequel|reason-iron-man-2008-iron-man-2-2010-shared-entity-entity-x-5a2ee964f0,2
edge-iron-man-2008-iron-man-3-2013,iron-man-2008,iron-man-3-2013,reason-iron-man-2008-iron-man-3-2013-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-2008-spider-man-homecoming-2017,iron-man-2008,spider-man-homecoming-2017,reason-iron-man-2008-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-2008-the-avengers-2012,iron-man-2008,the-avengers-2012,reason-iron-man-2008-the-avengers-2012-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-3-2013-all-hail-the-king-2014,iron-man-3-2013,all-hail-the-king-2014,reason-iron-man-3-2013-all-hail-the-king-2014-explicit-relation-work-relation-iron-man-3-2013-all-hail-the-king-2014-sequel,1
edge-iron-man-3-2013-avengers-age-of-ultron-2015,iron-man-3-2013,avengers-age-of-ultron-2015,reason-iron-man-3-2013-avengers-age-of-ultron-2015-explicit-relation-work-relation-iron-man-3-2013-avengers-age-of-ultron-2015-story-link|reason-iron-man-3-2013-avengers-age-of-ultron-2015-shared-entity-entity-x-5a2ee964f0,2
edge-iron-man-3-2013-avengers-endgame-2019,iron-man-3-2013,avengers-endgame-2019,reason-iron-man-3-2013-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-3-2013-avengers-infinity-war-2018,iron-man-3-2013,avengers-infinity-war-2018,reason-iron-man-3-2013-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-3-2013-captain-america-civil-war-2016,iron-man-3-2013,captain-america-civil-war-2016,reason-iron-man-3-2013-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0,1
edge-iron-man-3-2013-spider-man-homecoming-2017,iron-man-3-2013,spider-man-homecoming-2017,reason-iron-man-3-2013-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,1
edge-jessica-jones-s1-2015-jessica-jones-s2-2018,jessica-jones-s1-2015,jessica-jones-s2-2018,reason-jessica-jones-s1-2015-jessica-jones-s2-2018-explicit-relation-work-relation-jessica-jones-s1-2015-jessica-jones-s2-2018-sequel,1
edge-jessica-jones-s1-2015-the-defenders-2017,jessica-jones-s1-2015,the-defenders-2017,reason-jessica-jones-s1-2015-the-defenders-2017-explicit-relation-work-relation-jessica-jones-s1-2015-the-defenders-2017-crossover,1
edge-jessica-jones-s2-2018-jessica-jones-s3-2019,jessica-jones-s2-2018,jessica-jones-s3-2019,reason-jessica-jones-s2-2018-jessica-jones-s3-2019-explicit-relation-work-relation-jessica-jones-s2-2018-jessica-jones-s3-2019-sequel,1
edge-logan-2017-deadpool-wolverine-2024,logan-2017,deadpool-wolverine-2024,reason-logan-2017-deadpool-wolverine-2024-explicit-relation-work-relation-logan-2017-deadpool-wolverine-2024-story-link,1
edge-loki-s1-2021-loki-s2-2023,loki-s1-2021,loki-s2-2023,reason-loki-s1-2021-loki-s2-2023-explicit-relation-work-relation-loki-s1-2021-loki-s2-2023-sequel|reason-loki-s1-2021-loki-s2-2023-shared-entity-entity-x-55e230260e,2
edge-loki-s2-2023-deadpool-wolverine-2024,loki-s2-2023,deadpool-wolverine-2024,reason-loki-s2-2023-deadpool-wolverine-2024-explicit-relation-work-relation-loki-s2-2023-deadpool-wolverine-2024-crossover,1
edge-luke-cage-s1-2016-luke-cage-s2-2018,luke-cage-s1-2016,luke-cage-s2-2018,reason-luke-cage-s1-2016-luke-cage-s2-2018-explicit-relation-work-relation-luke-cage-s1-2016-luke-cage-s2-2018-sequel,1
edge-luke-cage-s1-2016-the-defenders-2017,luke-cage-s1-2016,the-defenders-2017,reason-luke-cage-s1-2016-the-defenders-2017-explicit-relation-work-relation-luke-cage-s1-2016-the-defenders-2017-crossover,1
edge-ms-marvel-2022-the-marvels-2023,ms-marvel-2022,the-marvels-2023,reason-ms-marvel-2022-the-marvels-2023-explicit-relation-work-relation-ms-marvel-2022-the-marvels-2023-story-link|reason-ms-marvel-2022-the-marvels-2023-shared-entity-entity-x-b51df877f5,2
edge-secret-invasion-2023-the-marvels-2023,secret-invasion-2023,the-marvels-2023,reason-secret-invasion-2023-the-marvels-2023-explicit-relation-work-relation-secret-invasion-2023-the-marvels-2023-world-lore,1
edge-shang-chi-and-the-legend-of-the-ten-rings-2021-avengers-doomsday-2026-12-18,shang-chi-and-the-legend-of-the-ten-rings-2021,avengers-doomsday-2026-12-18,reason-shang-chi-and-the-legend-of-the-ten-rings-2021-avengers-doomsday-2026-12-18-explicit-relation-work-relation-shang-chi-and-the-legend-of-the-ten-rings-2021-avengers-doomsday-2026-12-18-promotion,1
edge-she-hulk-attorney-at-law-2022-daredevil-born-again-s1-2025,she-hulk-attorney-at-law-2022,daredevil-born-again-s1-2025,reason-she-hulk-attorney-at-law-2022-daredevil-born-again-s1-2025-explicit-relation-work-relation-she-hulk-attorney-at-law-2022-daredevil-born-again-s1-2025-story-link|reason-she-hulk-attorney-at-law-2022-daredevil-born-again-s1-2025-shared-entity-entity-x-97f9d29354,2
edge-she-hulk-attorney-at-law-2022-daredevil-born-again-s2-2026,she-hulk-attorney-at-law-2022,daredevil-born-again-s2-2026,reason-she-hulk-attorney-at-law-2022-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354,1
edge-she-hulk-attorney-at-law-2022-echo-2024,she-hulk-attorney-at-law-2022,echo-2024,reason-she-hulk-attorney-at-law-2022-echo-2024-shared-entity-entity-x-97f9d29354,1
edge-spider-man-2-2004-spider-man-3-2007,spider-man-2-2004,spider-man-3-2007,reason-spider-man-2-2004-spider-man-3-2007-explicit-relation-work-relation-spider-man-2-2004-spider-man-3-2007-sequel|reason-spider-man-2-2004-spider-man-3-2007-shared-entity-entity-x-f162d4b4b2,2
edge-spider-man-2-2004-spider-man-no-way-home-2021,spider-man-2-2004,spider-man-no-way-home-2021,reason-spider-man-2-2004-spider-man-no-way-home-2021-shared-entity-entity-x-f162d4b4b2,1
edge-spider-man-2002-spider-man-2-2004,spider-man-2002,spider-man-2-2004,reason-spider-man-2002-spider-man-2-2004-explicit-relation-work-relation-spider-man-2002-spider-man-2-2004-sequel|reason-spider-man-2002-spider-man-2-2004-shared-entity-entity-x-f162d4b4b2,2
edge-spider-man-2002-spider-man-3-2007,spider-man-2002,spider-man-3-2007,reason-spider-man-2002-spider-man-3-2007-shared-entity-entity-x-f162d4b4b2,1
edge-spider-man-2002-spider-man-no-way-home-2021,spider-man-2002,spider-man-no-way-home-2021,reason-spider-man-2002-spider-man-no-way-home-2021-shared-entity-entity-x-f162d4b4b2,1
edge-spider-man-3-2007-spider-man-no-way-home-2021,spider-man-3-2007,spider-man-no-way-home-2021,reason-spider-man-3-2007-spider-man-no-way-home-2021-multiverse-transition-event-nwh-raimi-peter-arrival-event-occurrence-nwh-raimi-peter-arrival|reason-spider-man-3-2007-spider-man-no-way-home-2021-shared-entity-entity-x-f162d4b4b2,2
edge-spider-man-across-the-spider-verse-2023-spider-man-beyond-the-spider-verse-tba,spider-man-across-the-spider-verse-2023,spider-man-beyond-the-spider-verse-tba,reason-spider-man-across-the-spider-verse-2023-spider-man-beyond-the-spider-verse-tba-explicit-relation-work-relation-spider-man-across-the-spider-verse-2023-spider-man-beyond-the-spider-verse-tba-sequel,1
edge-spider-man-far-from-home-2019-secret-invasion-2023,spider-man-far-from-home-2019,secret-invasion-2023,reason-spider-man-far-from-home-2019-secret-invasion-2023-explicit-relation-work-relation-spider-man-far-from-home-2019-secret-invasion-2023-world-lore,1
edge-spider-man-far-from-home-2019-spider-man-brand-new-day-2026-07-31,spider-man-far-from-home-2019,spider-man-brand-new-day-2026-07-31,reason-spider-man-far-from-home-2019-spider-man-brand-new-day-2026-07-31-shared-entity-entity-mcu,1
edge-spider-man-far-from-home-2019-spider-man-no-way-home-2021,spider-man-far-from-home-2019,spider-man-no-way-home-2021,reason-spider-man-far-from-home-2019-spider-man-no-way-home-2021-explicit-relation-work-relation-spider-man-far-from-home-2019-spider-man-no-way-home-2021-sequel|reason-spider-man-far-from-home-2019-spider-man-no-way-home-2021-shared-entity-entity-mcu,2
edge-spider-man-homecoming-2017-avengers-endgame-2019,spider-man-homecoming-2017,avengers-endgame-2019,reason-spider-man-homecoming-2017-avengers-endgame-2019-shared-entity-entity-mcu|reason-spider-man-homecoming-2017-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0,2
edge-spider-man-homecoming-2017-avengers-infinity-war-2018,spider-man-homecoming-2017,avengers-infinity-war-2018,reason-spider-man-homecoming-2017-avengers-infinity-war-2018-explicit-relation-work-relation-spider-man-homecoming-2017-avengers-infinity-war-2018-crossover|reason-spider-man-homecoming-2017-avengers-infinity-war-2018-shared-entity-entity-mcu|reason-spider-man-homecoming-2017-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0,3
edge-spider-man-homecoming-2017-morbius-2022,spider-man-homecoming-2017,morbius-2022,reason-spider-man-homecoming-2017-morbius-2022-multiverse-transition-event-morbius-adrian-toomes-ssu-arrival-event-occurrence-morbius-adrian-toomes-ssu-arrival|reason-spider-man-homecoming-2017-morbius-2022-shared-entity-entity-adrian-toomes-vulture,2
edge-spider-man-homecoming-2017-spider-man-brand-new-day-2026-07-31,spider-man-homecoming-2017,spider-man-brand-new-day-2026-07-31,reason-spider-man-homecoming-2017-spider-man-brand-new-day-2026-07-31-shared-entity-entity-mcu,1
edge-spider-man-homecoming-2017-spider-man-far-from-home-2019,spider-man-homecoming-2017,spider-man-far-from-home-2019,reason-spider-man-homecoming-2017-spider-man-far-from-home-2019-explicit-relation-work-relation-spider-man-homecoming-2017-spider-man-far-from-home-2019-sequel|reason-spider-man-homecoming-2017-spider-man-far-from-home-2019-shared-entity-entity-mcu,2
edge-spider-man-homecoming-2017-spider-man-no-way-home-2021,spider-man-homecoming-2017,spider-man-no-way-home-2021,reason-spider-man-homecoming-2017-spider-man-no-way-home-2021-shared-entity-entity-mcu,1
edge-spider-man-into-the-spider-verse-2018-spider-man-across-the-spider-verse-2023,spider-man-into-the-spider-verse-2018,spider-man-across-the-spider-verse-2023,reason-spider-man-into-the-spider-verse-2018-spider-man-across-the-spider-verse-2023-explicit-relation-work-relation-spider-man-into-the-spider-verse-2018-spider-man-across-the-spider-verse-2023-sequel,1
edge-spider-man-no-way-home-2021-daredevil-born-again-s1-2025,spider-man-no-way-home-2021,daredevil-born-again-s1-2025,reason-spider-man-no-way-home-2021-daredevil-born-again-s1-2025-shared-entity-entity-x-97f9d29354,1
edge-spider-man-no-way-home-2021-daredevil-born-again-s2-2026,spider-man-no-way-home-2021,daredevil-born-again-s2-2026,reason-spider-man-no-way-home-2021-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354,1
edge-spider-man-no-way-home-2021-doctor-strange-in-the-multiverse-of-madness-2022,spider-man-no-way-home-2021,doctor-strange-in-the-multiverse-of-madness-2022,reason-spider-man-no-way-home-2021-doctor-strange-in-the-multiverse-of-madness-2022-explicit-relation-work-relation-spider-man-no-way-home-2021-doctor-strange-in-the-multiverse-of-madness-2022-crossover|reason-spider-man-no-way-home-2021-doctor-strange-in-the-multiverse-of-madness-2022-shared-entity-entity-x-c8ead423cc,2
edge-spider-man-no-way-home-2021-echo-2024,spider-man-no-way-home-2021,echo-2024,reason-spider-man-no-way-home-2021-echo-2024-shared-entity-entity-x-97f9d29354,1
edge-spider-man-no-way-home-2021-morbius-2022,spider-man-no-way-home-2021,morbius-2022,reason-spider-man-no-way-home-2021-morbius-2022-explicit-relation-work-relation-spider-man-no-way-home-2021-morbius-2022-crossover,1
edge-spider-man-no-way-home-2021-she-hulk-attorney-at-law-2022,spider-man-no-way-home-2021,she-hulk-attorney-at-law-2022,reason-spider-man-no-way-home-2021-she-hulk-attorney-at-law-2022-shared-entity-entity-x-97f9d29354,1
edge-spider-man-no-way-home-2021-spider-man-brand-new-day-2026-07-31,spider-man-no-way-home-2021,spider-man-brand-new-day-2026-07-31,reason-spider-man-no-way-home-2021-spider-man-brand-new-day-2026-07-31-explicit-relation-work-relation-spider-man-no-way-home-2021-spider-man-brand-new-day-2026-07-31-story-link|reason-spider-man-no-way-home-2021-spider-man-brand-new-day-2026-07-31-shared-entity-entity-mcu,2
edge-the-amazing-spider-man-2-2014-spider-man-no-way-home-2021,the-amazing-spider-man-2-2014,spider-man-no-way-home-2021,reason-the-amazing-spider-man-2-2014-spider-man-no-way-home-2021-multiverse-transition-event-nwh-webb-peter-arrival-event-occurrence-nwh-webb-peter-arrival|reason-the-amazing-spider-man-2-2014-spider-man-no-way-home-2021-shared-entity-entity-x-f8b1d323de,2
edge-the-amazing-spider-man-2012-spider-man-no-way-home-2021,the-amazing-spider-man-2012,spider-man-no-way-home-2021,reason-the-amazing-spider-man-2012-spider-man-no-way-home-2021-shared-entity-entity-x-f8b1d323de,1
edge-the-amazing-spider-man-2012-the-amazing-spider-man-2-2014,the-amazing-spider-man-2012,the-amazing-spider-man-2-2014,reason-the-amazing-spider-man-2012-the-amazing-spider-man-2-2014-explicit-relation-work-relation-the-amazing-spider-man-2012-the-amazing-spider-man-2-2014-sequel|reason-the-amazing-spider-man-2012-the-amazing-spider-man-2-2014-shared-entity-entity-x-f8b1d323de,2
edge-the-avengers-2012-agents-of-s-h-i-e-l-d-20132020,the-avengers-2012,agents-of-s-h-i-e-l-d-20132020,reason-the-avengers-2012-agents-of-s-h-i-e-l-d-20132020-explicit-relation-work-relation-the-avengers-2012-agents-of-s-h-i-e-l-d-20132020-world-lore,1
edge-the-avengers-2012-avengers-age-of-ultron-2015,the-avengers-2012,avengers-age-of-ultron-2015,reason-the-avengers-2012-avengers-age-of-ultron-2015-explicit-relation-work-relation-the-avengers-2012-avengers-age-of-ultron-2015-sequel|reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-50a34df778|reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-5a2ee964f0|reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-605a05a114|reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-7250204b23|reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-927d19aa0b|reason-the-avengers-2012-avengers-age-of-ultron-2015-shared-entity-entity-x-f2dcf7c7cc,7
edge-the-avengers-2012-avengers-doomsday-2026-12-18,the-avengers-2012,avengers-doomsday-2026-12-18,reason-the-avengers-2012-avengers-doomsday-2026-12-18-shared-entity-entity-x-7250204b23,1
edge-the-avengers-2012-avengers-endgame-2019,the-avengers-2012,avengers-endgame-2019,reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-50a34df778|reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-5a2ee964f0|reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-605a05a114|reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-7250204b23|reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-927d19aa0b|reason-the-avengers-2012-avengers-endgame-2019-shared-entity-entity-x-f2dcf7c7cc,6
edge-the-avengers-2012-avengers-infinity-war-2018,the-avengers-2012,avengers-infinity-war-2018,reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-50a34df778|reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-55e230260e|reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-5a2ee964f0|reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-7250204b23|reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-927d19aa0b|reason-the-avengers-2012-avengers-infinity-war-2018-shared-entity-entity-x-f2dcf7c7cc,6
edge-the-avengers-2012-black-widow-2021,the-avengers-2012,black-widow-2021,reason-the-avengers-2012-black-widow-2021-shared-entity-entity-x-927d19aa0b,1
edge-the-avengers-2012-captain-america-civil-war-2016,the-avengers-2012,captain-america-civil-war-2016,reason-the-avengers-2012-captain-america-civil-war-2016-shared-entity-entity-x-5a2ee964f0|reason-the-avengers-2012-captain-america-civil-war-2016-shared-entity-entity-x-605a05a114|reason-the-avengers-2012-captain-america-civil-war-2016-shared-entity-entity-x-927d19aa0b|reason-the-avengers-2012-captain-america-civil-war-2016-shared-entity-entity-x-f2dcf7c7cc,4
edge-the-avengers-2012-captain-america-the-winter-soldier-2014,the-avengers-2012,captain-america-the-winter-soldier-2014,reason-the-avengers-2012-captain-america-the-winter-soldier-2014-explicit-relation-work-relation-the-avengers-2012-captain-america-the-winter-soldier-2014-world-lore|reason-the-avengers-2012-captain-america-the-winter-soldier-2014-shared-entity-entity-x-927d19aa0b|reason-the-avengers-2012-captain-america-the-winter-soldier-2014-shared-entity-entity-x-f2dcf7c7cc,3
edge-the-avengers-2012-hawkeye-2021,the-avengers-2012,hawkeye-2021,reason-the-avengers-2012-hawkeye-2021-shared-entity-entity-x-605a05a114,1
edge-the-avengers-2012-iron-man-3-2013,the-avengers-2012,iron-man-3-2013,reason-the-avengers-2012-iron-man-3-2013-explicit-relation-work-relation-the-avengers-2012-iron-man-3-2013-aftermath|reason-the-avengers-2012-iron-man-3-2013-shared-entity-entity-x-5a2ee964f0,2
edge-the-avengers-2012-item-47-2012,the-avengers-2012,item-47-2012,reason-the-avengers-2012-item-47-2012-explicit-relation-work-relation-the-avengers-2012-item-47-2012-sequel,1
edge-the-avengers-2012-loki-s1-2021,the-avengers-2012,loki-s1-2021,reason-the-avengers-2012-loki-s1-2021-shared-entity-entity-x-55e230260e,1
edge-the-avengers-2012-loki-s2-2023,the-avengers-2012,loki-s2-2023,reason-the-avengers-2012-loki-s2-2023-shared-entity-entity-x-55e230260e,1
edge-the-avengers-2012-she-hulk-attorney-at-law-2022,the-avengers-2012,she-hulk-attorney-at-law-2022,reason-the-avengers-2012-she-hulk-attorney-at-law-2022-shared-entity-entity-x-50a34df778,1
edge-the-avengers-2012-spider-man-homecoming-2017,the-avengers-2012,spider-man-homecoming-2017,reason-the-avengers-2012-spider-man-homecoming-2017-shared-entity-entity-x-5a2ee964f0,1
edge-the-avengers-2012-thor-love-and-thunder-2022,the-avengers-2012,thor-love-and-thunder-2022,reason-the-avengers-2012-thor-love-and-thunder-2022-shared-entity-entity-x-7250204b23,1
edge-the-avengers-2012-thor-ragnarok-2017,the-avengers-2012,thor-ragnarok-2017,reason-the-avengers-2012-thor-ragnarok-2017-shared-entity-entity-x-50a34df778|reason-the-avengers-2012-thor-ragnarok-2017-shared-entity-entity-x-55e230260e|reason-the-avengers-2012-thor-ragnarok-2017-shared-entity-entity-x-7250204b23,3
edge-the-avengers-2012-thor-the-dark-world-2013,the-avengers-2012,thor-the-dark-world-2013,reason-the-avengers-2012-thor-the-dark-world-2013-shared-entity-entity-x-55e230260e|reason-the-avengers-2012-thor-the-dark-world-2013-shared-entity-entity-x-7250204b23,2
edge-the-consultant-2011-the-avengers-2012,the-consultant-2011,the-avengers-2012,reason-the-consultant-2011-the-avengers-2012-explicit-relation-work-relation-the-consultant-2011-the-avengers-2012-story-link,1
edge-the-defenders-2017-daredevil-born-again-s1-2025,the-defenders-2017,daredevil-born-again-s1-2025,reason-the-defenders-2017-daredevil-born-again-s1-2025-shared-entity-entity-x-97f9d29354,1
edge-the-defenders-2017-daredevil-born-again-s2-2026,the-defenders-2017,daredevil-born-again-s2-2026,reason-the-defenders-2017-daredevil-born-again-s2-2026-shared-entity-entity-x-97f9d29354,1
edge-the-defenders-2017-daredevil-s3-2018,the-defenders-2017,daredevil-s3-2018,reason-the-defenders-2017-daredevil-s3-2018-explicit-relation-work-relation-the-defenders-2017-daredevil-s3-2018-aftermath|reason-the-defenders-2017-daredevil-s3-2018-shared-entity-entity-x-97f9d29354,2
edge-the-defenders-2017-echo-2024,the-defenders-2017,echo-2024,reason-the-defenders-2017-echo-2024-shared-entity-entity-x-97f9d29354,1
edge-the-defenders-2017-iron-fist-s2-2018,the-defenders-2017,iron-fist-s2-2018,reason-the-defenders-2017-iron-fist-s2-2018-explicit-relation-work-relation-the-defenders-2017-iron-fist-s2-2018-story-link,1
edge-the-defenders-2017-jessica-jones-s2-2018,the-defenders-2017,jessica-jones-s2-2018,reason-the-defenders-2017-jessica-jones-s2-2018-explicit-relation-work-relation-the-defenders-2017-jessica-jones-s2-2018-story-link,1
edge-the-defenders-2017-luke-cage-s2-2018,the-defenders-2017,luke-cage-s2-2018,reason-the-defenders-2017-luke-cage-s2-2018-explicit-relation-work-relation-the-defenders-2017-luke-cage-s2-2018-story-link,1
edge-the-defenders-2017-she-hulk-attorney-at-law-2022,the-defenders-2017,she-hulk-attorney-at-law-2022,reason-the-defenders-2017-she-hulk-attorney-at-law-2022-shared-entity-entity-x-97f9d29354,1
edge-the-defenders-2017-spider-man-no-way-home-2021,the-defenders-2017,spider-man-no-way-home-2021,reason-the-defenders-2017-spider-man-no-way-home-2021-shared-entity-entity-x-97f9d29354,1
edge-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025,the-falcon-and-the-winter-soldier-2021,captain-america-brave-new-world-2025,reason-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025-explicit-relation-work-relation-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025-story-link|reason-the-falcon-and-the-winter-soldier-2021-captain-america-brave-new-world-2025-shared-entity-entity-x-fd344cdc17,2
edge-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025,the-falcon-and-the-winter-soldier-2021,thunderbolts-new-avengers-2025,reason-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-explicit-relation-work-relation-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-lead-in|reason-the-falcon-and-the-winter-soldier-2021-thunderbolts-new-avengers-2025-shared-entity-entity-x-bd73e23ab5,2
edge-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18,the-fantastic-four-first-steps-2025,avengers-doomsday-2026-12-18,reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-explicit-relation-work-relation-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-lead-in|reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-shared-entity-entity-x-0f36d6d903|reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-shared-entity-entity-x-23cb2517c1|reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-shared-entity-entity-x-769f0c6132|reason-the-fantastic-four-first-steps-2025-avengers-doomsday-2026-12-18-shared-entity-entity-x-f1342534e0,5
edge-the-guardians-of-the-galaxy-holiday-special-2022-guardians-of-the-galaxy-vol-3-2023,the-guardians-of-the-galaxy-holiday-special-2022,guardians-of-the-galaxy-vol-3-2023,reason-the-guardians-of-the-galaxy-holiday-special-2022-guardians-of-the-galaxy-vol-3-2023-explicit-relation-work-relation-the-guardians-of-the-galaxy-holiday-special-2022-guardians-of-the-galaxy-vol-3-2023-lead-in,1
edge-the-incredible-hulk-2008-avengers-age-of-ultron-2015,the-incredible-hulk-2008,avengers-age-of-ultron-2015,reason-the-incredible-hulk-2008-avengers-age-of-ultron-2015-shared-entity-entity-x-50a34df778,1
edge-the-incredible-hulk-2008-avengers-endgame-2019,the-incredible-hulk-2008,avengers-endgame-2019,reason-the-incredible-hulk-2008-avengers-endgame-2019-shared-entity-entity-x-50a34df778,1
edge-the-incredible-hulk-2008-avengers-infinity-war-2018,the-incredible-hulk-2008,avengers-infinity-war-2018,reason-the-incredible-hulk-2008-avengers-infinity-war-2018-shared-entity-entity-x-50a34df778,1
edge-the-incredible-hulk-2008-captain-america-brave-new-world-2025,the-incredible-hulk-2008,captain-america-brave-new-world-2025,reason-the-incredible-hulk-2008-captain-america-brave-new-world-2025-explicit-relation-work-relation-the-incredible-hulk-2008-captain-america-brave-new-world-2025-story-link,1
edge-the-incredible-hulk-2008-she-hulk-attorney-at-law-2022,the-incredible-hulk-2008,she-hulk-attorney-at-law-2022,reason-the-incredible-hulk-2008-she-hulk-attorney-at-law-2022-shared-entity-entity-x-50a34df778,1
edge-the-incredible-hulk-2008-the-avengers-2012,the-incredible-hulk-2008,the-avengers-2012,reason-the-incredible-hulk-2008-the-avengers-2012-explicit-relation-work-relation-the-incredible-hulk-2008-the-avengers-2012-crossover|reason-the-incredible-hulk-2008-the-avengers-2012-shared-entity-entity-x-50a34df778,2
edge-the-incredible-hulk-2008-the-consultant-2011,the-incredible-hulk-2008,the-consultant-2011,reason-the-incredible-hulk-2008-the-consultant-2011-explicit-relation-work-relation-the-incredible-hulk-2008-the-consultant-2011-story-link,1
edge-the-incredible-hulk-2008-thor-ragnarok-2017,the-incredible-hulk-2008,thor-ragnarok-2017,reason-the-incredible-hulk-2008-thor-ragnarok-2017-shared-entity-entity-x-50a34df778,1
edge-the-marvels-2023-avengers-doomsday-2026-12-18,the-marvels-2023,avengers-doomsday-2026-12-18,reason-the-marvels-2023-avengers-doomsday-2026-12-18-explicit-relation-work-relation-the-marvels-2023-avengers-doomsday-2026-12-18-story-link,1
edge-the-punisher-one-last-kill-2026-05-12-spider-man-brand-new-day-2026-07-31,the-punisher-one-last-kill-2026-05-12,spider-man-brand-new-day-2026-07-31,reason-the-punisher-one-last-kill-2026-05-12-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,1
edge-the-punisher-s1-2017-daredevil-born-again-s1-2025,the-punisher-s1-2017,daredevil-born-again-s1-2025,reason-the-punisher-s1-2017-daredevil-born-again-s1-2025-shared-entity-entity-x-cacda9afb6,1
edge-the-punisher-s1-2017-spider-man-brand-new-day-2026-07-31,the-punisher-s1-2017,spider-man-brand-new-day-2026-07-31,reason-the-punisher-s1-2017-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,1
edge-the-punisher-s1-2017-the-punisher-one-last-kill-2026-05-12,the-punisher-s1-2017,the-punisher-one-last-kill-2026-05-12,reason-the-punisher-s1-2017-the-punisher-one-last-kill-2026-05-12-shared-entity-entity-x-cacda9afb6,1
edge-the-punisher-s1-2017-the-punisher-s2-2019,the-punisher-s1-2017,the-punisher-s2-2019,reason-the-punisher-s1-2017-the-punisher-s2-2019-explicit-relation-work-relation-the-punisher-s1-2017-the-punisher-s2-2019-sequel|reason-the-punisher-s1-2017-the-punisher-s2-2019-shared-entity-entity-x-cacda9afb6,2
edge-the-punisher-s2-2019-daredevil-born-again-s1-2025,the-punisher-s2-2019,daredevil-born-again-s1-2025,reason-the-punisher-s2-2019-daredevil-born-again-s1-2025-shared-entity-entity-x-cacda9afb6,1
edge-the-punisher-s2-2019-spider-man-brand-new-day-2026-07-31,the-punisher-s2-2019,spider-man-brand-new-day-2026-07-31,reason-the-punisher-s2-2019-spider-man-brand-new-day-2026-07-31-shared-entity-entity-x-cacda9afb6,1
edge-the-punisher-s2-2019-the-punisher-one-last-kill-2026-05-12,the-punisher-s2-2019,the-punisher-one-last-kill-2026-05-12,reason-the-punisher-s2-2019-the-punisher-one-last-kill-2026-05-12-shared-entity-entity-x-cacda9afb6,1
edge-the-wolverine-2013-logan-2017,the-wolverine-2013,logan-2017,reason-the-wolverine-2013-logan-2017-explicit-relation-work-relation-the-wolverine-2013-logan-2017-sequel|reason-the-wolverine-2013-logan-2017-shared-entity-entity-x-680db112c0,2
